Code commune,Nom commune,Pop_2020,COD_DEP,Seg_population
78364,Marcq,768,78,Petite population
78366,Mareil-le-Guyon,397,78,Petite population
78367,Mareil-Marly,3669,78,Petite population
78368,Mareil-sur-Mauldre,1705,78,Petite population
78372,Marly-le-Roi,16352,78,Population moyenne
78380,Maule,5949,78,Petite population
78381,Maulette,1033,78,Petite population
78382,Maurecourt,4384,78,Petite population
78383,Maurepas,18046,78,Population moyenne
78384,Médan,1332,78,Petite population
78385,Ménerville,214,78,Petite population
78389,Méré,1658,78,Petite population
78391,Méricourt,380,78,Petite population
78396,Le Mesnil-le-Roi,6304,78,Petite population
78397,Le Mesnil-Saint-Denis,6831,78,Petite population
78398,Les Mesnuls,876,78,Petite population
78401,Meulan-en-Yvelines,9080,78,Petite population
78402,Mézières-sur-Seine,3776,78,Petite population
78403,Mézy-sur-Seine,2292,78,Petite population
78404,Millemont,280,78,Petite population
78406,Milon-la-Chapelle,283,78,Petite population
78407,Mittainville,632,78,Petite population
78410,Moisson,959,78,Petite population
78413,Mondreville,407,78,Petite population
78415,Montainville,502,78,Petite population
78416,Montalet-le-Bois,318,78,Petite population
78417,Montchauvet,306,78,Petite population
78418,Montesson,14811,78,Population moyenne
78420,Montfort-l'Amaury,2903,78,Petite population
78423,Montigny-le-Bretonneux,31854,78,Population moyenne
78431,Morainvilliers,3069,78,Petite population
78437,Mousseaux-sur-Seine,677,78,Petite population
78439,Mulcent,108,78,Petite population
78440,Les Mureaux,33543,78,Population moyenne
78442,Neauphle-le-Château,3384,78,Petite population
78443,Neauphle-le-Vieux,910,78,Petite population
78444,Neauphlette,839,78,Petite population
78451,Nézel,1054,78,Petite population
78455,Noisy-le-Roi,7692,78,Petite population
78460,Oinville-sur-Montcient,1078,78,Petite population
78464,Orcemont,1007,78,Petite population
78465,Orgerus,2467,78,Petite population
78466,Orgeval,6849,78,Petite population
78470,Orphin,882,78,Petite population
78472,Orsonville,328,78,Petite population
78474,Orvilliers,938,78,Petite population
78475,Osmoy,400,78,Petite population
78478,Paray-Douaville,224,78,Petite population
78481,Le Pecq,15792,78,Population moyenne
78484,Perdreauville,652,78,Petite population
78486,Le Perray-en-Yvelines,6571,78,Petite population
78490,Plaisir,30897,78,Population moyenne
78497,Poigny-la-Forêt,909,78,Petite population
78498,Poissy,39731,78,Population moyenne
78499,Ponthévrard,685,78,Petite population
78501,Porcheville,3155,78,Petite population
78502,Le Port-Marly,5454,78,Petite population
78505,Prunay-le-Temple,412,78,Petite population
78506,Prunay-en-Yvelines,861,78,Petite population
78513,La Queue-les-Yvelines,2346,78,Petite population
78516,Raizeux,991,78,Petite population
78517,Rambouillet,27043,78,Population moyenne
78518,Rennemoulin,112,78,Petite population
78520,Richebourg,1565,78,Petite population
78522,Rochefort-en-Yvelines,894,78,Petite population
78528,Rolleboise,367,78,Petite population
78530,Rosay,377,78,Petite population
78531,Rosny-sur-Seine,6906,78,Petite population
78536,Sailly,348,78,Petite population
78537,Saint-Arnoult-en-Yvelines,5791,78,Petite population
78545,Saint-Cyr-l'École,20611,78,Population moyenne
78548,Saint-Forget,450,78,Petite population
78550,Saint-Germain-de-la-Grange,1847,78,Petite population
78551,Saint-Germain-en-Laye,44410,78,Population moyenne
78557,Saint-Hilarion,966,78,Petite population
78558,Saint-Illiers-la-Ville,378,78,Petite population
78559,Saint-Illiers-le-Bois,425,78,Petite population
78561,Saint-Lambert,444,78,Petite population
78562,Saint-Léger-en-Yvelines,1402,78,Petite population
78564,Saint-Martin-de-Bréthencourt,680,78,Petite population
78565,Saint-Martin-des-Champs,303,78,Petite population
78567,Saint-Martin-la-Garenne,929,78,Petite population
78569,Sainte-Mesme,912,78,Petite population
78571,Saint-Nom-la-Bretèche,4892,78,Petite population
78575,Saint-Rémy-lès-Chevreuse,7750,78,Petite population
78576,Saint-Rémy-l'Honoré,1647,78,Petite population
78586,Sartrouville,51746,78,Grande population
78588,Saulx-Marchais,961,78,Petite population
78590,Senlisse,503,78,Petite population
78591,Septeuil,2310,78,Petite population
78597,Soindres,698,78,Petite population
78601,Sonchamp,1580,78,Petite population
78605,Tacoignières,1092,78,Petite population
78606,Le Tartre-Gaudran,36,78,Petite population
78608,Le Tertre-Saint-Denis,121,78,Petite population
78609,Tessancourt-sur-Aubette,1024,78,Petite population
78615,Thiverval-Grignon,1198,78,Petite population
78616,Thoiry,1428,78,Petite population
78618,Tilly,509,78,Petite population
78620,Toussus-le-Noble,1164,78,Petite population
78621,Trappes,33419,78,Population moyenne
78623,Le Tremblay-sur-Mauldre,956,78,Petite population
78624,Triel-sur-Seine,12360,78,Population moyenne
78638,Vaux-sur-Seine,5020,78,Petite population
78640,Vélizy-Villacoublay,22836,78,Population moyenne
78642,Verneuil-sur-Seine,15959,78,Population moyenne
78643,Vernouillet,10266,78,Population moyenne
78644,La Verrière,6222,78,Petite population
78646,Versailles,83583,78,Grande population
78647,Vert,851,78,Petite population
78650,Le Vésinet,15619,78,Population moyenne
78653,Vicq,366,78,Petite population
78655,Vieille-Église-en-Yvelines,622,78,Petite population
78668,La Villeneuve-en-Chevrie,658,78,Petite population
78672,Villennes-sur-Seine,5476,78,Petite population
78674,Villepreux,11044,78,Population moyenne
78677,Villette,526,78,Petite population
78681,Villiers-le-Mahieu,840,78,Petite population
78683,Villiers-Saint-Frédéric,2895,78,Petite population
78686,Viroflay,16744,78,Population moyenne
78688,Voisins-le-Bretonneux,10722,78,Population moyenne
91001,Abbéville-la-Rivière,328,91,Petite population
91016,Angerville,4374,91,Petite population
91017,Angervilliers,1725,91,Petite population
91021,Arpajon,11165,91,Population moyenne
91022,Arrancourt,126,91,Petite population
91027,Athis-Mons,35641,91,Population moyenne
91035,Authon-la-Plaine,373,91,Petite population
91037,Auvernaux,325,91,Petite population
91038,Auvers-Saint-Georges,1272,91,Petite population
91041,Avrainville,1017,91,Petite population
91044,Ballainvilliers,4666,91,Petite population
91045,Ballancourt-sur-Essonne,7706,91,Petite population
91047,Baulne,1363,91,Petite population
91064,Bièvres,4796,91,Petite population
91067,Blandy,115,91,Petite population
91069,Boigneville,390,91,Petite population
91075,Bois-Herpin,81,91,Petite population
91079,Boissy-la-Rivière,500,91,Petite population
91080,Boissy-le-Cutté,1367,91,Petite population
91081,Boissy-le-Sec,692,91,Petite population
91085,Boissy-sous-Saint-Yon,3806,91,Petite population
91086,Bondoufle,10326,91,Population moyenne
91093,Boullay-les-Troux,647,91,Petite population
91095,Bouray-sur-Juine,2095,91,Petite population
91097,Boussy-Saint-Antoine,7980,91,Petite population
91098,Boutervilliers,430,91,Petite population
91099,Boutigny-sur-Essonne,2952,91,Petite population
91100,Bouville,650,91,Petite population
91103,Brétigny-sur-Orge,27006,91,Population moyenne
91105,Breuillet,8759,91,Petite population
91106,Breux-Jouy,1280,91,Petite population
91109,Brières-les-Scellés,1282,91,Petite population
91111,Briis-sous-Forges,3394,91,Petite population
91112,Brouy,125,91,Petite population
91114,Brunoy,25344,91,Population moyenne
91115,Bruyères-le-Châtel,3594,91,Petite population
91121,Buno-Bonnevaux,464,91,Petite population
91122,Bures-sur-Yvette,9240,91,Petite population
91129,Cerny,3346,91,Petite population
91130,Chalo-Saint-Mars,1020,91,Petite population
91131,Chalou-Moulineux,390,91,Petite population
91132,Chamarande,1134,91,Petite population
91135,Champcueil,2880,91,Petite population
91136,Champlan,2771,91,Petite population
91137,Champmotteux,367,91,Petite population
91145,Chatignonville,72,91,Petite population
91148,Chauffour-lès-Étréchy,140,91,Petite population
91156,Cheptainville,2227,91,Petite population
91159,Chevannes,1569,91,Petite population
91161,Chilly-Mazarin,19943,91,Population moyenne
91174,Corbeil-Essonnes,52340,91,Grande population
91175,Corbreuse,1712,91,Petite population
91179,Le Coudray-Montceaux,4828,91,Petite population
91180,Courances,332,91,Petite population
91184,Courdimanche-sur-Essonne,277,91,Petite population
91186,Courson-Monteloup,583,91,Petite population
91191,Crosne,9458,91,Petite population
91195,Dannemois,833,91,Petite population
91198,D'Huison-Longueville,1509,91,Petite population
91200,Dourdan,10733,91,Population moyenne
91201,Draveil,28595,91,Population moyenne
91204,Écharcon,768,91,Petite population
91207,Égly,6539,91,Petite population
91215,Épinay-sous-Sénart,12197,91,Population moyenne
91216,Épinay-sur-Orge,11102,91,Population moyenne
91223,Étampes,26251,91,Population moyenne
91225,Étiolles,3114,91,Petite population
91226,Étréchy,6806,91,Petite population
91228,Évry-Courcouronnes,66106,91,Grande population
91232,La Ferté-Alais,3656,91,Petite population
91235,Fleury-Mérogis,13708,91,Population moyenne
91240,Fontaine-la-Rivière,179,91,Petite population
91243,Fontenay-lès-Briis,2281,91,Petite population
91244,Fontenay-le-Vicomte,1565,91,Petite population
91247,La Forêt-le-Roi,510,91,Petite population
91248,La Forêt-Sainte-Croix,163,91,Petite population
91249,Forges-les-Bains,3973,91,Petite population
91272,Gif-sur-Yvette,21439,91,Population moyenne
91273,Gironville-sur-Essonne,763,91,Petite population
91274,Gometz-la-Ville,1511,91,Petite population
91275,Gometz-le-Châtel,2618,91,Petite population
91284,Les Granges-le-Roi,1184,91,Petite population
91286,Grigny,27571,91,Population moyenne
91292,Guibeville,871,91,Petite population
91293,Guigneville-sur-Essonne,893,91,Petite population
91294,Guillerval,813,91,Petite population
91312,Igny,10157,91,Population moyenne
91315,Itteville,6638,91,Petite population
91318,Janville-sur-Juine,1964,91,Petite population
91319,Janvry,638,91,Petite population
91326,Juvisy-sur-Orge,17656,91,Population moyenne
91330,Lardy,5462,91,Petite population
91332,Leudeville,1557,91,Petite population
91333,Leuville-sur-Orge,4350,91,Petite population
91338,Limours,6460,91,Petite population
91339,Linas,6864,91,Petite population
91340,Lisses,7302,91,Petite population
91345,Longjumeau,21105,91,Population moyenne
91347,Longpont-sur-Orge,6378,91,Petite population
91359,Maisse,2809,91,Petite population
91363,Marcoussis,8262,91,Petite population
91374,Marolles-en-Beauce,239,91,Petite population
91376,Marolles-en-Hurepoix,5607,91,Petite population
91377,Massy,50506,91,Grande population
91378,Mauchamps,331,91,Petite population
91386,Mennecy,15669,91,Population moyenne
91390,Le Mérévillois,3307,91,Petite population
91393,Mérobert,630,91,Petite population
91399,Mespuits,214,91,Petite population
91405,Milly-la-Forêt,4620,91,Petite population
91408,Moigny-sur-École,1252,91,Petite population
91411,Les Molières,1856,91,Petite population
91412,Mondeville,733,91,Petite population
91414,Monnerville,378,91,Petite population
91421,Montgeron,23943,91,Population moyenne
91425,Montlhéry,8561,91,Petite population
91432,Morangis,13131,91,Population moyenne
91433,Morigny-Champigny,4376,91,Petite population
91434,Morsang-sur-Orge,20149,91,Population moyenne
91435,Morsang-sur-Seine,561,91,Petite population
91441,Nainville-les-Roches,517,91,Petite population
91457,La Norville,4316,91,Petite population
91458,Nozay,4490,91,Petite population
91461,Ollainville,4803,91,Petite population
91463,Oncy-sur-École,1040,91,Petite population
91468,Ormoy,2200,91,Petite population
91469,Ormoy-la-Rivière,909,91,Petite population
91471,Orsay,15554,91,Population moyenne
91473,Orveau,155,91,Petite population
91477,Palaiseau,34750,91,Population moyenne
91479,Paray-Vieille-Poste,7823,91,Petite population
91482,Pecqueuse,547,91,Petite population
91494,Le Plessis-Pâté,4114,91,Petite population
91495,Plessis-Saint-Benoist,331,91,Petite population
91507,Prunay-sur-Essonne,287,91,Petite population
91508,Puiselet-le-Marais,259,91,Petite population
91511,Pussay,2120,91,Petite population
91514,Quincy-sous-Sénart,9463,91,Petite population
91519,Richarville,391,91,Petite population
91521,Ris-Orangis,29643,91,Population moyenne
91525,Roinville,1313,91,Petite population
91526,Roinvilliers,106,91,Petite population
91533,Saclas,1854,91,Petite population
91534,Saclay,4261,91,Petite population
91538,Saint-Aubin,691,91,Petite population
91540,Saint-Chéron,5264,91,Petite population
91544,Saint-Cyr-la-Rivière,506,91,Petite population
91546,Saint-Cyr-sous-Dourdan,941,91,Petite population
91547,Saint-Escobille,478,91,Petite population
91549,Sainte-Geneviève-des-Bois,35879,91,Population moyenne
91552,Saint-Germain-lès-Arpajon,11068,91,Population moyenne
91553,Saint-Germain-lès-Corbeil,7474,91,Petite population
91556,Saint-Hilaire,408,91,Petite population
91560,Saint-Jean-de-Beauregard,482,91,Petite population
91568,Saint-Maurice-Montcouronne,1540,91,Petite population
91570,Saint-Michel-sur-Orge,21298,91,Population moyenne
91573,Saint-Pierre-du-Perray,11514,91,Population moyenne
91577,Saintry-sur-Seine,5835,91,Petite population
91578,Saint-Sulpice-de-Favières,268,91,Petite population
91579,Saint-Vrain,3029,91,Petite population
91581,Saint-Yon,907,91,Petite population
91587,Saulx-les-Chartreux,6593,91,Petite population
91589,Savigny-sur-Orge,37190,91,Population moyenne
91593,Sermaise,1605,91,Petite population
91599,Soisy-sur-École,1245,91,Petite population
91600,Soisy-sur-Seine,7218,91,Petite population
91602,Souzy-la-Briche,445,91,Petite population
91613,Congerville-Thionville,215,91,Petite population
91617,Tigery,4380,91,Petite population
91619,Torfou,273,91,Petite population
91629,Valpuiseaux,620,91,Petite population
91630,Le Val-Saint-Germain,1498,91,Petite population
91631,Varennes-Jarcy,2302,91,Petite population
91634,Vaugrigneuse,1389,91,Petite population
91635,Vauhallan,2054,91,Petite population
91639,Vayres-sur-Essonne,962,91,Petite population
91645,Verrières-le-Buisson,14602,91,Population moyenne
91648,Vert-le-Grand,2260,91,Petite population
91649,Vert-le-Petit,2782,91,Petite population
91654,Videlles,590,91,Petite population
91657,Vigneux-sur-Seine,31495,91,Population moyenne
91659,Villabé,5469,91,Petite population
91661,Villebon-sur-Yvette,10406,91,Population moyenne
91662,Villeconin,747,91,Petite population
91665,La Ville-du-Bois,8021,91,Petite population
91666,Villejust,2446,91,Petite population
91667,Villemoisson-sur-Orge,7014,91,Petite population
91671,Villeneuve-sur-Auvers,598,91,Petite population
91679,Villiers-le-Bâcle,1155,91,Petite population
91685,Villiers-sur-Orge,4592,91,Petite population
91687,Viry-Châtillon,31098,91,Population moyenne
91689,Wissous,7063,91,Petite population
91691,Yerres,29097,91,Population moyenne
91692,Les Ulis,25165,91,Population moyenne
92002,Antony,62906,92,Grande population
92004,Asnières-sur-Seine,88004,92,Grande population
92007,Bagneux,41967,92,Population moyenne
92009,Bois-Colombes,29555,92,Population moyenne
92012,Boulogne-Billancourt,120911,92,Grande population
92014,Bourg-la-Reine,20974,92,Population moyenne
92019,Châtenay-Malabry,34383,92,Population moyenne
92020,Châtillon,36392,92,Population moyenne
92022,Chaville,20524,92,Population moyenne
92023,Clamart,53179,92,Grande population
92024,Clichy,62933,92,Grande population
92025,Colombes,86775,92,Grande population
92026,Courbevoie,82074,92,Grande population
92032,Fontenay-aux-Roses,25174,92,Population moyenne
92033,Garches,17557,92,Population moyenne
92035,La Garenne-Colombes,29624,92,Population moyenne
92036,Gennevilliers,49880,92,Population moyenne
92040,Issy-les-Moulineaux,67937,92,Grande population
92044,Levallois-Perret,67258,92,Grande population
92046,Malakoff,31230,92,Population moyenne
92047,Marnes-la-Coquette,1756,92,Petite population
92048,Meudon,45825,92,Population moyenne
92049,Montrouge,47907,92,Population moyenne
92050,Nanterre,95782,92,Grande population
92051,Neuilly-sur-Seine,59388,92,Grande population
92060,Le Plessis-Robinson,29562,92,Population moyenne
92062,Puteaux,44009,92,Population moyenne
92063,Rueil-Malmaison,78265,92,Grande population
92064,Saint-Cloud,29560,92,Population moyenne
92071,Sceaux,20359,92,Population moyenne
92072,Sèvres,23108,92,Population moyenne
92073,Suresnes,49482,92,Population moyenne
92075,Vanves,27871,92,Population moyenne
92076,Vaucresson,8627,92,Petite population
92077,Ville-d'Avray,10883,92,Population moyenne
92078,Villeneuve-la-Garenne,24592,92,Population moyenne
93001,Aubervilliers,89401,93,Grande population
93005,Aulnay-sous-Bois,86485,93,Grande population
93006,Bagnolet,38470,93,Population moyenne
93007,Le Blanc-Mesnil,57989,93,Grande population
93008,Bobigny,54906,93,Grande population
93010,Bondy,53342,93,Grande population
93013,Le Bourget,15660,93,Population moyenne
93014,Clichy-sous-Bois,29568,93,Population moyenne
93015,Coubron,4975,93,Petite population
93027,La Courneuve,46828,93,Population moyenne
93029,Drancy,71276,93,Grande population
93030,Dugny,11200,93,Population moyenne
93031,Épinay-sur-Seine,54419,93,Grande population
93032,Gagny,39588,93,Population moyenne
93033,Gournay-sur-Marne,6814,93,Petite population
93039,L'Île-Saint-Denis,8646,93,Petite population
93045,Les Lilas,23276,93,Population moyenne
93046,Livry-Gargan,45618,93,Population moyenne
93047,Montfermeil,28006,93,Population moyenne
93048,Montreuil,111367,93,Grande population
93049,Neuilly-Plaisance,20934,93,Population moyenne
93050,Neuilly-sur-Marne,36535,93,Population moyenne
93051,Noisy-le-Grand,68930,93,Grande population
93053,Noisy-le-Sec,45043,93,Population moyenne
93055,Pantin,60419,93,Grande population
93057,Les Pavillons-sous-Bois,23904,93,Population moyenne
93059,Pierrefitte-sur-Seine,31344,93,Population moyenne
93061,Le Pré-Saint-Gervais,17290,93,Population moyenne
93062,Le Raincy,14753,93,Population moyenne
93063,Romainville,31469,93,Population moyenne
93064,Rosny-sous-Bois,45442,93,Population moyenne
93066,Saint-Denis,113116,93,Grande population
93070,Saint-Ouen-sur-Seine,51547,93,Grande population
93071,Sevran,51778,93,Grande population
93072,Stains,39193,93,Population moyenne
93073,Tremblay-en-France,36477,93,Population moyenne
93074,Vaujours,7194,93,Petite population
93077,Villemomble,30583,93,Population moyenne
93078,Villepinte,38204,93,Population moyenne
93079,Villetaneuse,13433,93,Population moyenne
94001,Ablon-sur-Seine,5906,94,Petite population
94002,Alfortville,45151,94,Population moyenne
94003,Arcueil,21840,94,Population moyenne
94004,Boissy-Saint-Léger,17286,94,Population moyenne
94011,Bonneuil-sur-Marne,18424,94,Population moyenne
94015,Bry-sur-Marne,17592,94,Population moyenne
94016,Cachan,30214,94,Population moyenne
94017,Champigny-sur-Marne,77439,94,Grande population
94018,Charenton-le-Pont,29632,94,Population moyenne
94019,Chennevières-sur-Marne,18011,94,Population moyenne
94021,Chevilly-Larue,20372,94,Population moyenne
94022,Choisy-le-Roi,46229,94,Population moyenne
94028,Créteil,92566,94,Grande population
94033,Fontenay-sous-Bois,51386,94,Grande population
94034,Fresnes,28556,94,Population moyenne
94037,Gentilly,18813,94,Population moyenne
94038,L'Haÿ-les-Roses,31647,94,Population moyenne
94041,Ivry-sur-Seine,64016,94,Grande population
94042,Joinville-le-Pont,19128,94,Population moyenne
94043,Le Kremlin-Bicêtre,24513,94,Population moyenne
94044,Limeil-Brévannes,28290,94,Population moyenne
94046,Maisons-Alfort,57639,94,Grande population
94047,Mandres-les-Roses,4788,94,Petite population
94048,Marolles-en-Brie,4737,94,Petite population
94052,Nogent-sur-Marne,33578,94,Population moyenne
94053,Noiseau,4602,94,Petite population
94054,Orly,24361,94,Population moyenne
94055,Ormesson-sur-Marne,10528,94,Population moyenne
94056,Périgny,2707,94,Petite population
94058,Le Perreux-sur-Marne,33697,94,Population moyenne
94059,Le Plessis-Trévise,19651,94,Population moyenne
94060,La Queue-en-Brie,12148,94,Population moyenne
94065,Rungis,5625,94,Petite population
94067,Saint-Mandé,21991,94,Population moyenne
94068,Saint-Maur-des-Fossés,74520,94,Grande population
94069,Saint-Maurice,14560,94,Population moyenne
94070,Santeny,3994,94,Petite population
94071,Sucy-en-Brie,27040,94,Population moyenne
94073,Thiais,30788,94,Population moyenne
94074,Valenton,14538,94,Population moyenne
94075,Villecresnes,11846,94,Population moyenne
94076,Villejuif,56349,94,Grande population
94077,Villeneuve-le-Roi,21411,94,Population moyenne
94078,Villeneuve-Saint-Georges,34845,94,Population moyenne
94079,Villiers-sur-Marne,29672,94,Population moyenne
94080,Vincennes,49697,94,Population moyenne
94081,Vitry-sur-Seine,95649,94,Grande population
95002,Ableiges,1105,95,Petite population
95008,Aincourt,879,95,Petite population
95011,Ambleville,394,95,Petite population
95012,Amenucourt,206,95,Petite population
95014,Andilly,2703,95,Petite population
95018,Argenteuil,108567,95,Grande population
95019,Arnouville,14364,95,Population moyenne
95023,Arronville,630,95,Petite population
95024,Arthies,271,95,Petite population
95026,Asnières-sur-Oise,3083,95,Petite population
95028,Attainville,1695,95,Petite population
95039,Auvers-sur-Oise,6792,95,Petite population
95040,Avernes,860,95,Petite population
95042,Baillet-en-France,1893,95,Petite population
95046,Banthelu,149,95,Petite population
95051,Beauchamp,8900,95,Petite population
95052,Beaumont-sur-Oise,9572,95,Petite population
95054,Le Bellay-en-Vexin,214,95,Petite population
95055,Bellefontaine,473,95,Petite population
95056,Belloy-en-France,2217,95,Petite population
95058,Bernes-sur-Oise,2743,95,Petite population
95059,Berville,362,95,Petite population
95060,Bessancourt,7876,95,Petite population
95061,Béthemont-la-Forêt,409,95,Petite population
95063,Bezons,31866,95,Population moyenne
95074,Boisemont,855,95,Petite population
95078,Boissy-l'Aillerie,1934,95,Petite population
95088,Bonneuil-en-France,1158,95,Petite population
95091,Bouffémont,6596,95,Petite population
95094,Bouqueval,303,95,Petite population
95101,Bray-et-Lû,966,95,Petite population
95102,Bréançon,420,95,Petite population
95110,Brignancourt,221,95,Petite population
95116,Bruyères-sur-Oise,4367,95,Petite population
95119,Buhy,320,95,Petite population
95120,Butry-sur-Oise,2266,95,Petite population
95127,Cergy,67790,95,Grande population
95134,Champagne-sur-Oise,5019,95,Petite population
95139,La Chapelle-en-Vexin,322,95,Petite population
95141,Charmont,36,95,Petite population
95142,Chars,2042,95,Petite population
95144,Châtenay-en-France,77,95,Petite population
95149,Chaumontel,3230,95,Petite population
95150,Chaussy,599,95,Petite population
95151,Chauvry,297,95,Petite population
95154,Chennevières-lès-Louvres,308,95,Petite population
95157,Chérence,121,95,Petite population
95166,Cléry-en-Vexin,473,95,Petite population
95169,Commeny,511,95,Petite population
95170,Condécourt,544,95,Petite population
95176,Cormeilles-en-Parisis,26074,95,Population moyenne
95177,Cormeilles-en-Vexin,1298,95,Petite population
95181,Courcelles-sur-Viosne,298,95,Petite population
95183,Courdimanche,6720,95,Petite population
95197,Deuil-la-Barre,22050,95,Population moyenne
95199,Domont,15685,95,Population moyenne
95203,Eaubonne,25498,95,Population moyenne
95205,Écouen,7099,95,Petite population
95210,Enghien-les-Bains,11416,95,Population moyenne
95211,Ennery,2467,95,Petite population
95212,Épiais-lès-Louvres,112,95,Petite population
95213,Épiais-Rhus,616,95,Petite population
95214,Épinay-Champlâtreux,66,95,Petite population
95218,Éragny,18317,95,Population moyenne
95219,Ermont,29230,95,Population moyenne
95229,Ézanville,9594,95,Petite population
95241,Fontenay-en-Parisis,2078,95,Petite population
95250,Fosses,9830,95,Petite population
95252,Franconville,37347,95,Population moyenne
95253,Frémainville,515,95,Petite population
95254,Frémécourt,551,95,Petite population
95256,Frépillon,3346,95,Petite population
95257,La Frette-sur-Seine,4655,95,Petite population
95258,Frouville,349,95,Petite population
95268,Garges-lès-Gonesse,43215,95,Population moyenne
95270,Genainville,537,95,Petite population
95271,Génicourt,514,95,Petite population
95277,Gonesse,25853,95,Population moyenne
95280,Goussainville,30910,95,Population moyenne
95282,Gouzangrez,156,95,Petite population
95287,Grisy-les-Plâtres,698,95,Petite population
95288,Groslay,8474,95,Petite population
95295,Guiry-en-Vexin,143,95,Petite population
95298,Haravilliers,566,95,Petite population
95301,Haute-Isle,290,95,Petite population
95303,Le Heaulme,203,95,Petite population
95304,Hédouville,281,95,Petite population
95306,Herblay-sur-Seine,31747,95,Population moyenne
95308,Hérouville-en-Vexin,572,95,Petite population
95309,Hodent,213,95,Petite population
95313,L'Isle-Adam,11723,95,Population moyenne
95316,Jagny-sous-Bois,271,95,Petite population
95323,Jouy-le-Moutier,17225,95,Population moyenne
95328,Labbeville,644,95,Petite population
95331,Lassy,191,95,Petite population
95341,Livilliers,382,95,Petite population
95348,Longuesse,535,95,Petite population
95351,Louvres,11356,95,Population moyenne
95352,Luzarches,4828,95,Petite population
95353,Maffliers,1830,95,Petite population
95355,Magny-en-Vexin,5810,95,Petite population
95365,Mareil-en-France,718,95,Petite population
95369,Margency,2830,95,Petite population
95370,Marines,3438,95,Petite population
95371,Marly-la-Ville,5661,95,Petite population
95379,Maudétour-en-Vexin,193,95,Petite population
95387,Menouville,63,95,Petite population
95388,Menucourt,5998,95,Petite population
95392,Mériel,5211,95,Petite population
95394,Méry-sur-Oise,9983,95,Petite population
95395,Le Mesnil-Aubry,907,95,Petite population
95409,Moisselles,1264,95,Petite population
95422,Montgeroult,338,95,Petite population
95424,Montigny-lès-Cormeilles,22186,95,Population moyenne
95426,Montlignon,2917,95,Petite population
95427,Montmagny,14550,95,Population moyenne
95428,Montmorency,21688,95,Population moyenne
95429,Montreuil-sur-Epte,398,95,Petite population
95430,Montsoult,3703,95,Petite population
95436,Mours,1655,95,Petite population
95438,Moussy,116,95,Petite population
95445,Nerville-la-Forêt,753,95,Petite population
95446,Nesles-la-Vallée,1780,95,Petite population
95447,Neuilly-en-Vexin,229,95,Petite population
95450,Neuville-sur-Oise,2056,95,Petite population
95452,Nointel,868,95,Petite population
95456,Noisy-sur-Oise,647,95,Petite population
95459,Nucourt,706,95,Petite population
95462,Omerville,322,95,Petite population
95476,Osny,17111,95,Population moyenne
95480,Parmain,5602,95,Petite population
95483,Le Perchay,531,95,Petite population
95487,Persan,14029,95,Population moyenne
95488,Pierrelaye,9734,95,Petite population
95489,Piscop,669,95,Petite population
95491,Le Plessis-Bouchard,8454,95,Petite population
95492,Le Plessis-Gassot,82,95,Petite population
95493,Le Plessis-Luzarches,130,95,Petite population
95500,Pontoise,31973,95,Population moyenne
95504,Presles,3948,95,Petite population
95509,Puiseux-en-France,3583,95,Petite population
95510,Puiseux-Pontoise,571,95,Petite population
95523,La Roche-Guyon,479,95,Petite population
95527,Roissy-en-France,2793,95,Petite population
95529,Ronquerolles,874,95,Petite population
95535,Sagy,1103,95,Petite population
95539,Saint-Brice-sous-Forêt,15102,95,Population moyenne
95541,Saint-Clair-sur-Epte,993,95,Petite population
95543,Saint-Cyr-en-Arthies,239,95,Petite population
95554,Saint-Gervais,891,95,Petite population
95555,Saint-Gratien,20914,95,Population moyenne
95563,Saint-Leu-la-Forêt,16076,95,Population moyenne
95566,Saint-Martin-du-Tertre,2656,95,Petite population
95572,Saint-Ouen-l'Aumône,24743,95,Population moyenne
95574,Saint-Prix,7220,95,Petite population
95580,Saint-Witz,2439,95,Petite population
95582,Sannois,26524,95,Population moyenne
95584,Santeuil,663,95,Petite population
95585,Sarcelles,58483,95,Grande population
95592,Seraincourt,1297,95,Petite population
95594,Seugy,1038,95,Petite population
95598,Soisy-sous-Montmorency,18061,95,Population moyenne
95604,Survilliers,4276,95,Petite population
95607,Taverny,26607,95,Population moyenne
95610,Théméricourt,301,95,Petite population
95611,Theuville,53,95,Petite population
95612,Le Thillay,4597,95,Petite population
95625,Us,1339,95,Petite population
95627,Vallangoujard,594,95,Petite population
95628,Valmondois,1222,95,Petite population
95633,Vaudherland,101,95,Petite population
95637,Vauréal,16020,95,Population moyenne
95641,Vémars,2710,95,Petite population
95651,Vétheuil,885,95,Petite population
95652,Viarmes,5264,95,Petite population
95656,Vienne-en-Arthies,376,95,Petite population
95658,Vigny,1098,95,Petite population
95660,Villaines-sous-Bois,762,95,Petite population
95675,Villeron,1534,95,Petite population
95676,Villers-en-Arthies,490,95,Petite population
95678,Villiers-Adam,857,95,Petite population
95680,Villiers-le-Bel,28636,95,Population moyenne
95682,Villiers-le-Sec,193,95,Petite population
95690,Wy-dit-Joli-Village,330,95,Petite population
