Gare,Coordonnées,Ligne,Nombre de stations (100m),Nombre de stations (200m),Nombre de stations (300m),Nombre de stations (400m)
Asnières-sur-Seine,"48.90581841066141, 2.283021086099524",TRAIN L,1.0,,,
Asnières-sur-Seine,"48.90581841066141, 2.283021086099524",TRAIN L,,1.0,,
Asnières-sur-Seine,"48.90581841066141, 2.283021086099524",TRAIN L,,,1.0,
Asnières-sur-Seine,"48.90581841066141, 2.283021086099524",TRAIN L,,,,1.0
Chartres,"48.44806161422078, 1.480196791448219",GL,0.0,,,
Chartres,"48.44806161422078, 1.480196791448219",GL,,0.0,,
Chartres,"48.44806161422078, 1.480196791448219",GL,,,0.0,
Chartres,"48.44806161422078, 1.480196791448219",GL,,,,0.0
Saint-Piat,"48.54266517075563, 1.590079046166316",GL,0.0,,,
Saint-Piat,"48.54266517075563, 1.590079046166316",GL,,0.0,,
Saint-Piat,"48.54266517075563, 1.590079046166316",GL,,,0.0,
Saint-Piat,"48.54266517075563, 1.590079046166316",GL,,,,0.0
Châteaudun,"48.07340700916987, 1.338434763204049",GL,0.0,,,
Châteaudun,"48.07340700916987, 1.338434763204049",GL,,0.0,,
Châteaudun,"48.07340700916987, 1.338434763204049",GL,,,0.0,
Châteaudun,"48.07340700916987, 1.338434763204049",GL,,,,0.0
Sens,"48.19836234136171, 3.267371200334765",GL,0.0,,,
Sens,"48.19836234136171, 3.267371200334765",GL,,0.0,,
Sens,"48.19836234136171, 3.267371200334765",GL,,,0.0,
Sens,"48.19836234136171, 3.267371200334765",GL,,,,0.0
Dreux,"48.73117969276619, 1.3704666816488704",TRAIN N,0.0,,,
Dreux,"48.73117969276619, 1.3704666816488704",TRAIN N,,0.0,,
Dreux,"48.73117969276619, 1.3704666816488704",TRAIN N,,,0.0,
Dreux,"48.73117969276619, 1.3704666816488704",TRAIN N,,,,0.0
Javel,"48.84715690062344, 2.2780362819959077",RER C,0.0,,,
Javel,"48.84715690062344, 2.2780362819959077",RER C,,1.0,,
Javel,"48.84715690062344, 2.2780362819959077",RER C,,,1.0,
Javel,"48.84715690062344, 2.2780362819959077",RER C,,,,4.0
Andrésy,"48.97459610189591, 2.048673060384748",TRAIN J,0.0,,,
Andrésy,"48.97459610189591, 2.048673060384748",TRAIN J,,0.0,,
Andrésy,"48.97459610189591, 2.048673060384748",TRAIN J,,,0.0,
Andrésy,"48.97459610189591, 2.048673060384748",TRAIN J,,,,0.0
Courbevoie,"48.89862464803908, 2.2491965080151246",TRAIN L,0.0,,,
Courbevoie,"48.89862464803908, 2.2491965080151246",TRAIN L,,1.0,,
Courbevoie,"48.89862464803908, 2.2491965080151246",TRAIN L,,,1.0,
Courbevoie,"48.89862464803908, 2.2491965080151246",TRAIN L,,,,2.0
Champagne-sur-Seine,"48.407282993152016, 2.7989224425509667",TRAIN R,0.0,,,
Champagne-sur-Seine,"48.407282993152016, 2.7989224425509667",TRAIN R,,0.0,,
Champagne-sur-Seine,"48.407282993152016, 2.7989224425509667",TRAIN R,,,0.0,
Champagne-sur-Seine,"48.407282993152016, 2.7989224425509667",TRAIN R,,,,0.0
La Verrière,"48.75518504105718, 1.9430499444004297",TRAIN U,0.0,,,
La Verrière,"48.75518504105718, 1.9430499444004297",TRAIN U,,0.0,,
La Verrière,"48.75518504105718, 1.9430499444004297",TRAIN U,,,0.0,
La Verrière,"48.75518504105718, 1.9430499444004297",TRAIN U,,,,0.0
Avron,"48.85190531802241, 2.3979973148307456",METRO 2,1.0,,,
Avron,"48.85190531802241, 2.3979973148307456",METRO 2,,1.0,,
Avron,"48.85190531802241, 2.3979973148307456",METRO 2,,,4.0,
Avron,"48.85190531802241, 2.3979973148307456",METRO 2,,,,8.0
Créteil–L’Échat,"48.7966821340621, 2.449412805145807",METRO 8,0.0,,,
Créteil–L’Échat,"48.7966821340621, 2.449412805145807",METRO 8,,0.0,,
Créteil–L’Échat,"48.7966821340621, 2.449412805145807",METRO 8,,,0.0,
Créteil–L’Échat,"48.7966821340621, 2.449412805145807",METRO 8,,,,0.0
Cadet,"48.87600859287756, 2.344572482089328",METRO 7,1.0,,,
Cadet,"48.87600859287756, 2.344572482089328",METRO 7,,2.0,,
Cadet,"48.87600859287756, 2.344572482089328",METRO 7,,,6.0,
Cadet,"48.87600859287756, 2.344572482089328",METRO 7,,,,11.0
Corentin Cariou,"48.89465585739898, 2.382160158371537",METRO 7,1.0,,,
Corentin Cariou,"48.89465585739898, 2.382160158371537",METRO 7,,2.0,,
Corentin Cariou,"48.89465585739898, 2.382160158371537",METRO 7,,,3.0,
Corentin Cariou,"48.89465585739898, 2.382160158371537",METRO 7,,,,5.0
Jaurès,"48.883193320365734, 2.3719331286142937",METRO 5,1.0,,,
Jaurès,"48.883193320365734, 2.3719331286142937",METRO 5,,2.0,,
Jaurès,"48.883193320365734, 2.3719331286142937",METRO 5,,,4.0,
Jaurès,"48.883193320365734, 2.3719331286142937",METRO 5,,,,7.0
Laumière,"48.884970561831835, 2.3787169232246446",METRO 5,0.0,,,
Laumière,"48.884970561831835, 2.3787169232246446",METRO 5,,2.0,,
Laumière,"48.884970561831835, 2.3787169232246446",METRO 5,,,3.0,
Laumière,"48.884970561831835, 2.3787169232246446",METRO 5,,,,7.0
Stalingrad,"48.884798251049716, 2.369580855577829",METRO 7,1.0,,,
Stalingrad,"48.884798251049716, 2.369580855577829",METRO 7,,3.0,,
Stalingrad,"48.884798251049716, 2.369580855577829",METRO 7,,,4.0,
Stalingrad,"48.884798251049716, 2.369580855577829",METRO 7,,,,5.0
Pigalle,"48.88222543299418, 2.3382334685046167",METRO 2,0.0,,,
Pigalle,"48.88222543299418, 2.3382334685046167",METRO 2,,3.0,,
Pigalle,"48.88222543299418, 2.3382334685046167",METRO 2,,,5.0,
Pigalle,"48.88222543299418, 2.3382334685046167",METRO 2,,,,9.0
Bonne Nouvelle,"48.87059047707668, 2.348491131078988",METRO 8,1.0,,,
Bonne Nouvelle,"48.87059047707668, 2.348491131078988",METRO 8,,2.0,,
Bonne Nouvelle,"48.87059047707668, 2.348491131078988",METRO 8,,,7.0,
Bonne Nouvelle,"48.87059047707668, 2.348491131078988",METRO 8,,,,12.0
Franklin D. Roosevelt,"48.86943888072466, 2.308607493526255",METRO 1,0.0,,,
Franklin D. Roosevelt,"48.86943888072466, 2.308607493526255",METRO 1,,3.0,,
Franklin D. Roosevelt,"48.86943888072466, 2.308607493526255",METRO 1,,,4.0,
Franklin D. Roosevelt,"48.86943888072466, 2.308607493526255",METRO 1,,,,7.0
Pierrefitte Stains,"48.96375542868628, 2.372103138402568",RER D,0.0,,,
Pierrefitte Stains,"48.96375542868628, 2.372103138402568",RER D,,0.0,,
Pierrefitte Stains,"48.96375542868628, 2.372103138402568",RER D,,,0.0,
Pierrefitte Stains,"48.96375542868628, 2.372103138402568",RER D,,,,0.0
Bièvres,"48.7510232741848, 2.215860857351649",RER C,0.0,,,
Bièvres,"48.7510232741848, 2.215860857351649",RER C,,0.0,,
Bièvres,"48.7510232741848, 2.215860857351649",RER C,,,0.0,
Bièvres,"48.7510232741848, 2.215860857351649",RER C,,,,0.0
Achères-Grand-Cormier,"48.955402243597064, 2.093521901580611",RER A,0.0,,,
Achères-Grand-Cormier,"48.955402243597064, 2.093521901580611",RER A,,0.0,,
Achères-Grand-Cormier,"48.955402243597064, 2.093521901580611",RER A,,,0.0,
Achères-Grand-Cormier,"48.955402243597064, 2.093521901580611",RER A,,,,0.0
Achères-Ville,"48.97066504738864, 2.0777317645655975",RER A,0.0,,,
Achères-Ville,"48.97066504738864, 2.0777317645655975",RER A,,0.0,,
Achères-Ville,"48.97066504738864, 2.0777317645655975",RER A,,,0.0,
Achères-Ville,"48.97066504738864, 2.0777317645655975",RER A,,,,0.0
Athis-Mons,"48.712628986541134, 2.403633104908492",RER C,0.0,,,
Athis-Mons,"48.712628986541134, 2.403633104908492",RER C,,0.0,,
Athis-Mons,"48.712628986541134, 2.403633104908492",RER C,,,0.0,
Athis-Mons,"48.712628986541134, 2.403633104908492",RER C,,,,0.0
Auber,"48.87215749394265, 2.329927170608275",RER A,2.0,,,
Auber,"48.87215749394265, 2.329927170608275",RER A,,2.0,,
Auber,"48.87215749394265, 2.329927170608275",RER A,,,4.0,
Auber,"48.87215749394265, 2.329927170608275",RER A,,,,11.0
Belloy-Saint-Martin,"49.09840026154347, 2.361270555241056",TRAIN H,0.0,,,
Belloy-Saint-Martin,"49.09840026154347, 2.361270555241056",TRAIN H,,0.0,,
Belloy-Saint-Martin,"49.09840026154347, 2.361270555241056",TRAIN H,,,0.0,
Belloy-Saint-Martin,"49.09840026154347, 2.361270555241056",TRAIN H,,,,0.0
Bessancourt,"49.03531130758752, 2.2102465210570594",TRAIN H,0.0,,,
Bessancourt,"49.03531130758752, 2.2102465210570594",TRAIN H,,0.0,,
Bessancourt,"49.03531130758752, 2.2102465210570594",TRAIN H,,,0.0,
Bessancourt,"49.03531130758752, 2.2102465210570594",TRAIN H,,,,0.0
Beynes,"48.85999872950428, 1.8755955903020667",TRAIN N,0.0,,,
Beynes,"48.85999872950428, 1.8755955903020667",TRAIN N,,0.0,,
Beynes,"48.85999872950428, 1.8755955903020667",TRAIN N,,,0.0,
Beynes,"48.85999872950428, 1.8755955903020667",TRAIN N,,,,0.0
Courcelle-sur-Yvette,"48.701217719380196, 2.097975858420524",RER B,0.0,,,
Courcelle-sur-Yvette,"48.701217719380196, 2.097975858420524",RER B,,0.0,,
Courcelle-sur-Yvette,"48.701217719380196, 2.097975858420524",RER B,,,0.0,
Courcelle-sur-Yvette,"48.701217719380196, 2.097975858420524",RER B,,,,0.0
Épluches,"49.05510175955669, 2.1227359082735706",TRAIN H,0.0,,,
Épluches,"49.05510175955669, 2.1227359082735706",TRAIN H,,0.0,,
Épluches,"49.05510175955669, 2.1227359082735706",TRAIN H,,,0.0,
Épluches,"49.05510175955669, 2.1227359082735706",TRAIN H,,,,0.0
Cergy-Préfecture,"49.03646397979169, 2.079534939997373",RER A,0.0,,,
Cergy-Préfecture,"49.03646397979169, 2.079534939997373",RER A,,0.0,,
Cergy-Préfecture,"49.03646397979169, 2.079534939997373",RER A,,,0.0,
Cergy-Préfecture,"49.03646397979169, 2.079534939997373",RER A,,,,0.0
Cergy-Saint-Christophe,"49.04964700432274, 2.0342944618526615",RER A,0.0,,,
Cergy-Saint-Christophe,"49.04964700432274, 2.0342944618526615",RER A,,0.0,,
Cergy-Saint-Christophe,"49.04964700432274, 2.0342944618526615",RER A,,,0.0,
Cergy-Saint-Christophe,"49.04964700432274, 2.0342944618526615",RER A,,,,0.0
Cesson,"48.56494949473517, 2.594551816007612",RER D,0.0,,,
Cesson,"48.56494949473517, 2.594551816007612",RER D,,0.0,,
Cesson,"48.56494949473517, 2.594551816007612",RER D,,,0.0,
Cesson,"48.56494949473517, 2.594551816007612",RER D,,,,0.0
Châtou-Croissy,"48.885211217274076, 2.1559034718965218",RER A,0.0,,,
Châtou-Croissy,"48.885211217274076, 2.1559034718965218",RER A,,0.0,,
Châtou-Croissy,"48.885211217274076, 2.1559034718965218",RER A,,,0.0,
Châtou-Croissy,"48.885211217274076, 2.1559034718965218",RER A,,,,0.0
Chelles-Gournay,"48.87414408208016, 2.583331158055107",RER E,0.0,,,
Chelles-Gournay,"48.87414408208016, 2.583331158055107",RER E,,0.0,,
Chelles-Gournay,"48.87414408208016, 2.583331158055107",RER E,,,0.0,
Chelles-Gournay,"48.87414408208016, 2.583331158055107",RER E,,,,0.0
Garges-Sarcelles,"48.97674784735997, 2.3905936526418374",RER D,0.0,,,
Garges-Sarcelles,"48.97674784735997, 2.3905936526418374",RER D,,0.0,,
Garges-Sarcelles,"48.97674784735997, 2.3905936526418374",RER D,,,0.0,
Garges-Sarcelles,"48.97674784735997, 2.3905936526418374",RER D,,,,0.0
Groslay,"48.98431596113202, 2.3534072458696835",TRAIN H,0.0,,,
Groslay,"48.98431596113202, 2.3534072458696835",TRAIN H,,0.0,,
Groslay,"48.98431596113202, 2.3534072458696835",TRAIN H,,,0.0,
Groslay,"48.98431596113202, 2.3534072458696835",TRAIN H,,,,0.0
Franconville-Le Plessis-Bouchard,"48.99371347945197, 2.234276393996537",RER C,0.0,,,
Franconville-Le Plessis-Bouchard,"48.99371347945197, 2.234276393996537",RER C,,0.0,,
Franconville-Le Plessis-Bouchard,"48.99371347945197, 2.234276393996537",RER C,,,0.0,
Franconville-Le Plessis-Bouchard,"48.99371347945197, 2.234276393996537",RER C,,,,0.0
Frépillon,"49.045430253303934, 2.1970876783182622",TRAIN H,0.0,,,
Frépillon,"49.045430253303934, 2.1970876783182622",TRAIN H,,0.0,,
Frépillon,"49.045430253303934, 2.1970876783182622",TRAIN H,,,0.0,
Frépillon,"49.045430253303934, 2.1970876783182622",TRAIN H,,,,0.0
Marly-le-Roi,"48.871503102724695, 2.096548252755342",TRAIN L,0.0,,,
Marly-le-Roi,"48.871503102724695, 2.096548252755342",TRAIN L,,0.0,,
Marly-le-Roi,"48.871503102724695, 2.096548252755342",TRAIN L,,,0.0,
Marly-le-Roi,"48.871503102724695, 2.096548252755342",TRAIN L,,,,0.0
Gros-Noyer-Saint-Prix,"48.99609884164107, 2.259655619057618",TRAIN H,0.0,,,
Gros-Noyer-Saint-Prix,"48.99609884164107, 2.259655619057618",TRAIN H,,0.0,,
Gros-Noyer-Saint-Prix,"48.99609884164107, 2.259655619057618",TRAIN H,,,0.0,
Gros-Noyer-Saint-Prix,"48.99609884164107, 2.259655619057618",TRAIN H,,,,0.0
Guérard-la-Celle-sur-Morin,"48.810775320845664, 2.953730383101934",TRAIN P,0.0,,,
Guérard-la-Celle-sur-Morin,"48.810775320845664, 2.953730383101934",TRAIN P,,0.0,,
Guérard-la-Celle-sur-Morin,"48.810775320845664, 2.953730383101934",TRAIN P,,,0.0,
Guérard-la-Celle-sur-Morin,"48.810775320845664, 2.953730383101934",TRAIN P,,,,0.0
Évry,"48.63426831143351, 2.4525733922724493",RER D,0.0,,,
Évry,"48.63426831143351, 2.4525733922724493",RER D,,0.0,,
Évry,"48.63426831143351, 2.4525733922724493",RER D,,,0.0,
Évry,"48.63426831143351, 2.4525733922724493",RER D,,,,0.0
Faremoutiers-Pommeuse,"48.808653963998374, 2.993109893419177",TRAIN P,0.0,,,
Faremoutiers-Pommeuse,"48.808653963998374, 2.993109893419177",TRAIN P,,0.0,,
Faremoutiers-Pommeuse,"48.808653963998374, 2.993109893419177",TRAIN P,,,0.0,
Faremoutiers-Pommeuse,"48.808653963998374, 2.993109893419177",TRAIN P,,,,0.0
Houilles-Carrières-sur-Seine,"48.92037937299015, 2.1853533763028636",RER A,0.0,,,
Houilles-Carrières-sur-Seine,"48.92037937299015, 2.1853533763028636",RER A,,0.0,,
Houilles-Carrières-sur-Seine,"48.92037937299015, 2.1853533763028636",RER A,,,0.0,
Houilles-Carrières-sur-Seine,"48.92037937299015, 2.1853533763028636",RER A,,,,0.0
Issou-Porcheville,"48.9792922476105, 1.7839734077298484",TRAIN J,0.0,,,
Issou-Porcheville,"48.9792922476105, 1.7839734077298484",TRAIN J,,0.0,,
Issou-Porcheville,"48.9792922476105, 1.7839734077298484",TRAIN J,,,0.0,
Issou-Porcheville,"48.9792922476105, 1.7839734077298484",TRAIN J,,,,0.0
Ivry-sur-Seine,"48.81398905107478, 2.391686971662538",RER C,2.0,,,
Ivry-sur-Seine,"48.81398905107478, 2.391686971662538",RER C,,2.0,,
Ivry-sur-Seine,"48.81398905107478, 2.391686971662538",RER C,,,2.0,
Ivry-sur-Seine,"48.81398905107478, 2.391686971662538",RER C,,,,2.0
Malesherbes,"48.29359176777949, 2.4011338944295835",RER D,0.0,,,
Malesherbes,"48.29359176777949, 2.4011338944295835",RER D,,0.0,,
Malesherbes,"48.29359176777949, 2.4011338944295835",RER D,,,0.0,
Malesherbes,"48.29359176777949, 2.4011338944295835",RER D,,,,0.0
Mareil-sur-Mauldre,"48.89298157563894, 1.871845413636553",TRAIN N,0.0,,,
Mareil-sur-Mauldre,"48.89298157563894, 1.871845413636553",TRAIN N,,0.0,,
Mareil-sur-Mauldre,"48.89298157563894, 1.871845413636553",TRAIN N,,,0.0,
Mareil-sur-Mauldre,"48.89298157563894, 1.871845413636553",TRAIN N,,,,0.0
Méry-sur-Oise,"49.058047810832775, 2.1912447591919104",TRAIN H,0.0,,,
Méry-sur-Oise,"49.058047810832775, 2.1912447591919104",TRAIN H,,0.0,,
Méry-sur-Oise,"49.058047810832775, 2.1912447591919104",TRAIN H,,,0.0,
Méry-sur-Oise,"49.058047810832775, 2.1912447591919104",TRAIN H,,,,0.0
Mitry-Claye,"48.97585875308649, 2.6424063023101887",RER B,0.0,,,
Mitry-Claye,"48.97585875308649, 2.6424063023101887",RER B,,0.0,,
Mitry-Claye,"48.97585875308649, 2.6424063023101887",RER B,,,0.0,
Mitry-Claye,"48.97585875308649, 2.6424063023101887",RER B,,,,0.0
La Grande Paroisse,"48.37864192734427, 2.896381899038523",TRAIN R,0.0,,,
La Grande Paroisse,"48.37864192734427, 2.896381899038523",TRAIN R,,0.0,,
La Grande Paroisse,"48.37864192734427, 2.896381899038523",TRAIN R,,,0.0,
La Grande Paroisse,"48.37864192734427, 2.896381899038523",TRAIN R,,,,0.0
Lardy,"48.52040359013404, 2.2547397024275164",RER C,0.0,,,
Lardy,"48.52040359013404, 2.2547397024275164",RER C,,0.0,,
Lardy,"48.52040359013404, 2.2547397024275164",RER C,,,0.0,
Lardy,"48.52040359013404, 2.2547397024275164",RER C,,,,0.0
Le Bourget,"48.930739569383356, 2.4257914255599533",RER B,0.0,,,
Le Bourget,"48.930739569383356, 2.4257914255599533",RER B,,0.0,,
Le Bourget,"48.930739569383356, 2.4257914255599533",RER B,,,0.0,
Le Bourget,"48.930739569383356, 2.4257914255599533",RER B,,,,0.0
Les Mureaux,"48.99259195381762, 1.9135305080946596",TRAIN J,0.0,,,
Les Mureaux,"48.99259195381762, 1.9135305080946596",TRAIN J,,0.0,,
Les Mureaux,"48.99259195381762, 1.9135305080946596",TRAIN J,,,0.0,
Les Mureaux,"48.99259195381762, 1.9135305080946596",TRAIN J,,,,0.0
Les Yvris-Noisy-le-Grand,"48.82315185489966, 2.5798372539116783",RER E,0.0,,,
Les Yvris-Noisy-le-Grand,"48.82315185489966, 2.5798372539116783",RER E,,0.0,,
Les Yvris-Noisy-le-Grand,"48.82315185489966, 2.5798372539116783",RER E,,,0.0,
Les Yvris-Noisy-le-Grand,"48.82315185489966, 2.5798372539116783",RER E,,,,0.0
L'Étang-la-Ville,"48.868064422312685, 2.0767191026772904",TRAIN L,0.0,,,
L'Étang-la-Ville,"48.868064422312685, 2.0767191026772904",TRAIN L,,0.0,,
L'Étang-la-Ville,"48.868064422312685, 2.0767191026772904",TRAIN L,,,0.0,
L'Étang-la-Ville,"48.868064422312685, 2.0767191026772904",TRAIN L,,,,0.0
Livry-sur-Seine,"48.51026517433205, 2.6789739826914003",TRAIN R,0.0,,,
Livry-sur-Seine,"48.51026517433205, 2.6789739826914003",TRAIN R,,0.0,,
Livry-sur-Seine,"48.51026517433205, 2.6789739826914003",TRAIN R,,,0.0,
Livry-sur-Seine,"48.51026517433205, 2.6789739826914003",TRAIN R,,,,0.0
Lozère,"48.705968983887125, 2.2122623780174924",RER B,0.0,,,
Lozère,"48.705968983887125, 2.2122623780174924",RER B,,0.0,,
Lozère,"48.705968983887125, 2.2122623780174924",RER B,,,0.0,
Lozère,"48.705968983887125, 2.2122623780174924",RER B,,,,0.0
Luzarches,"49.11713213053676, 2.420107032801723",TRAIN H,0.0,,,
Luzarches,"49.11713213053676, 2.420107032801723",TRAIN H,,0.0,,
Luzarches,"49.11713213053676, 2.420107032801723",TRAIN H,,,0.0,
Luzarches,"49.11713213053676, 2.420107032801723",TRAIN H,,,,0.0
Maisons-Alfort-Alfortville,"48.80204937938918, 2.426482408484047",RER D,1.0,,,
Maisons-Alfort-Alfortville,"48.80204937938918, 2.426482408484047",RER D,,2.0,,
Maisons-Alfort-Alfortville,"48.80204937938918, 2.426482408484047",RER D,,,2.0,
Maisons-Alfort-Alfortville,"48.80204937938918, 2.426482408484047",RER D,,,,2.0
Palaiseau,"48.716946286650035, 2.2456725145819054",RER B,0.0,,,
Palaiseau,"48.716946286650035, 2.2456725145819054",RER B,,0.0,,
Palaiseau,"48.716946286650035, 2.2456725145819054",RER B,,,0.0,
Palaiseau,"48.716946286650035, 2.2456725145819054",RER B,,,,0.0
Nogent-sur-Marne,"48.83428889796156, 2.4716812425710324",RER A,0.0,,,
Nogent-sur-Marne,"48.83428889796156, 2.4716812425710324",RER A,,0.0,,
Nogent-sur-Marne,"48.83428889796156, 2.4716812425710324",RER A,,,1.0,
Nogent-sur-Marne,"48.83428889796156, 2.4716812425710324",RER A,,,,1.0
Noisy-Champs,"48.84288483988904, 2.5800859119743556",RER A,0.0,,,
Noisy-Champs,"48.84288483988904, 2.5800859119743556",RER A,,0.0,,
Noisy-Champs,"48.84288483988904, 2.5800859119743556",RER A,,,0.0,
Noisy-Champs,"48.84288483988904, 2.5800859119743556",RER A,,,,0.0
Pierrelaye,"49.019136738908486, 2.1546634856409232",TRAIN H,0.0,,,
Pierrelaye,"49.019136738908486, 2.1546634856409232",TRAIN H,,0.0,,
Pierrelaye,"49.019136738908486, 2.1546634856409232",TRAIN H,,,0.0,
Pierrelaye,"49.019136738908486, 2.1546634856409232",TRAIN H,,,,0.0
Montigny-sur-Loing,"48.33648177967657, 2.7380016185325875",TRAIN R,0.0,,,
Montigny-sur-Loing,"48.33648177967657, 2.7380016185325875",TRAIN R,,0.0,,
Montigny-sur-Loing,"48.33648177967657, 2.7380016185325875",TRAIN R,,,0.0,
Montigny-sur-Loing,"48.33648177967657, 2.7380016185325875",TRAIN R,,,,0.0
Moret-Veneux-les-Sablons,"48.37859776699086, 2.7993074292837785",TRAIN R,0.0,,,
Moret-Veneux-les-Sablons,"48.37859776699086, 2.7993074292837785",TRAIN R,,0.0,,
Moret-Veneux-les-Sablons,"48.37859776699086, 2.7993074292837785",TRAIN R,,,0.0,
Moret-Veneux-les-Sablons,"48.37859776699086, 2.7993074292837785",TRAIN R,,,,0.0
Orly Ville,"48.741878704743876, 2.4029086073679395",RER C,0.0,,,
Orly Ville,"48.741878704743876, 2.4029086073679395",RER C,,0.0,,
Orly Ville,"48.741878704743876, 2.4029086073679395",RER C,,,0.0,
Orly Ville,"48.741878704743876, 2.4029086073679395",RER C,,,,0.0
Plaisir-les-Clayes,"48.830959527712174, 1.960026560248268",TRAIN N,0.0,,,
Plaisir-les-Clayes,"48.830959527712174, 1.960026560248268",TRAIN N,,0.0,,
Plaisir-les-Clayes,"48.830959527712174, 1.960026560248268",TRAIN N,,,0.0,
Plaisir-les-Clayes,"48.830959527712174, 1.960026560248268",TRAIN N,,,,0.0
Pont de l'Alma,"48.86266245075987, 2.300989969386769",RER C,0.0,,,
Pont de l'Alma,"48.86266245075987, 2.300989969386769",RER C,,0.0,,
Pont de l'Alma,"48.86266245075987, 2.300989969386769",RER C,,,2.0,
Pont de l'Alma,"48.86266245075987, 2.300989969386769",RER C,,,,2.0
Saint-Quentin-en-Yvelines,"48.78739023735681, 2.044621988534177",TRAIN U,0.0,,,
Saint-Quentin-en-Yvelines,"48.78739023735681, 2.044621988534177",TRAIN U,,0.0,,
Saint-Quentin-en-Yvelines,"48.78739023735681, 2.044621988534177",TRAIN U,,,0.0,
Saint-Quentin-en-Yvelines,"48.78739023735681, 2.044621988534177",TRAIN U,,,,0.0
Saint-Rémy-lès-Chevreuse,"48.702751041142115, 2.071242846320577",RER B,0.0,,,
Saint-Rémy-lès-Chevreuse,"48.702751041142115, 2.071242846320577",RER B,,0.0,,
Saint-Rémy-lès-Chevreuse,"48.702751041142115, 2.071242846320577",RER B,,,0.0,
Saint-Rémy-lès-Chevreuse,"48.702751041142115, 2.071242846320577",RER B,,,,0.0
Savigny-le-Temple-Nandy,"48.595563837056154, 2.5839477110612497",RER D,0.0,,,
Savigny-le-Temple-Nandy,"48.595563837056154, 2.5839477110612497",RER D,,0.0,,
Savigny-le-Temple-Nandy,"48.595563837056154, 2.5839477110612497",RER D,,,0.0,
Savigny-le-Temple-Nandy,"48.595563837056154, 2.5839477110612497",RER D,,,,0.0
Stade de France-Saint-Denis,"48.91756717565042, 2.3503895378897672",RER D,0.0,,,
Stade de France-Saint-Denis,"48.91756717565042, 2.3503895378897672",RER D,,1.0,,
Stade de France-Saint-Denis,"48.91756717565042, 2.3503895378897672",RER D,,,1.0,
Stade de France-Saint-Denis,"48.91756717565042, 2.3503895378897672",RER D,,,,1.0
Suresnes-Mont-Valérien,"48.871714190222136, 2.2210295504311297",TRAIN L,0.0,,,
Suresnes-Mont-Valérien,"48.871714190222136, 2.2210295504311297",TRAIN L,,1.0,,
Suresnes-Mont-Valérien,"48.871714190222136, 2.2210295504311297",TRAIN L,,,2.0,
Suresnes-Mont-Valérien,"48.871714190222136, 2.2210295504311297",TRAIN L,,,,3.0
Presles-Courcelles,"49.11406195060892, 2.287915343526004",TRAIN H,0.0,,,
Presles-Courcelles,"49.11406195060892, 2.287915343526004",TRAIN H,,0.0,,
Presles-Courcelles,"49.11406195060892, 2.287915343526004",TRAIN H,,,0.0,
Presles-Courcelles,"49.11406195060892, 2.287915343526004",TRAIN H,,,,0.0
Provins,"48.5554261036265, 3.30179647607817",TRAIN P,0.0,,,
Provins,"48.5554261036265, 3.30179647607817",TRAIN P,,0.0,,
Provins,"48.5554261036265, 3.30179647607817",TRAIN P,,,0.0,
Provins,"48.5554261036265, 3.30179647607817",TRAIN P,,,,0.0
Ris-Orangis,"48.658975422894706, 2.415206841330065",RER D,0.0,,,
Ris-Orangis,"48.658975422894706, 2.415206841330065",RER D,,0.0,,
Ris-Orangis,"48.658975422894706, 2.415206841330065",RER D,,,0.0,
Ris-Orangis,"48.658975422894706, 2.415206841330065",RER D,,,,0.0
Roissy-en-Brie,"48.795654820477296, 2.65038766844115",RER E,0.0,,,
Roissy-en-Brie,"48.795654820477296, 2.65038766844115",RER E,,0.0,,
Roissy-en-Brie,"48.795654820477296, 2.65038766844115",RER E,,,0.0,
Roissy-en-Brie,"48.795654820477296, 2.65038766844115",RER E,,,,0.0
Rungis-La Fraternelle,"48.74019544726775, 2.35163319817191",RER C,0.0,,,
Rungis-La Fraternelle,"48.74019544726775, 2.35163319817191",RER C,,0.0,,
Rungis-La Fraternelle,"48.74019544726775, 2.35163319817191",RER C,,,0.0,
Rungis-La Fraternelle,"48.74019544726775, 2.35163319817191",RER C,,,,0.0
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN U,0.0,,,
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN U,,0.0,,
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN U,,,0.0,
Saint-Cloud,"48.84610294770648, 2.2176210808904337",TRAIN U,,,,0.0
Saint-Gratien,"48.96358968393914, 2.2859307182089417",RER C,0.0,,,
Saint-Gratien,"48.96358968393914, 2.2859307182089417",RER C,,0.0,,
Saint-Gratien,"48.96358968393914, 2.2859307182089417",RER C,,,0.0,
Saint-Gratien,"48.96358968393914, 2.2859307182089417",RER C,,,,0.0
Villiers-sur-Marne - Le Plessis-Trévise,"48.82326663318944, 2.5426797940158528",RER E,0.0,,,
Villiers-sur-Marne - Le Plessis-Trévise,"48.82326663318944, 2.5426797940158528",RER E,,0.0,,
Villiers-sur-Marne - Le Plessis-Trévise,"48.82326663318944, 2.5426797940158528",RER E,,,0.0,
Villiers-sur-Marne - Le Plessis-Trévise,"48.82326663318944, 2.5426797940158528",RER E,,,,0.0
Viroflay Rive Gauche,"48.8007184629288, 2.1713898127563778",TRAIN N,0.0,,,
