Gare,Coordonnées,Ligne,Nombre de stations (100m),Nombre de stations (200m),Nombre de stations (300m),Nombre de stations (400m)
Carrefour Pleyel,"48.919007554283056, 2.342608014423155",METRO 13,,,1.0,
Carrefour Pleyel,"48.919007554283056, 2.342608014423155",METRO 13,,,,1.0
Charles Michels,"48.846534635796644, 2.2859992220590066",METRO 10,1.0,,,
Charles Michels,"48.846534635796644, 2.2859992220590066",METRO 10,,3.0,,
Charles Michels,"48.846534635796644, 2.2859992220590066",METRO 10,,,3.0,
Charles Michels,"48.846534635796644, 2.2859992220590066",METRO 10,,,,5.0
Cité,"48.854936377424146, 2.3473213170674256",METRO 4,1.0,,,
Cité,"48.854936377424146, 2.3473213170674256",METRO 4,,2.0,,
Cité,"48.854936377424146, 2.3473213170674256",METRO 4,,,2.0,
Cité,"48.854936377424146, 2.3473213170674256",METRO 4,,,,5.0
Europe,"48.878770366653185, 2.322265213130597",METRO 3,0.0,,,
Europe,"48.878770366653185, 2.322265213130597",METRO 3,,3.0,,
Europe,"48.878770366653185, 2.322265213130597",METRO 3,,,4.0,
Europe,"48.878770366653185, 2.322265213130597",METRO 3,,,,12.0
Marx Dormoy,"48.89048545381225, 2.3599957663946203",METRO 12,1.0,,,
Marx Dormoy,"48.89048545381225, 2.3599957663946203",METRO 12,,1.0,,
Marx Dormoy,"48.89048545381225, 2.3599957663946203",METRO 12,,,2.0,
Marx Dormoy,"48.89048545381225, 2.3599957663946203",METRO 12,,,,4.0
Michel Ange-Molitor,"48.84505817137918, 2.261745124963671",METRO 9,1.0,,,
Michel Ange-Molitor,"48.84505817137918, 2.261745124963671",METRO 9,,1.0,,
Michel Ange-Molitor,"48.84505817137918, 2.261745124963671",METRO 9,,,3.0,
Michel Ange-Molitor,"48.84505817137918, 2.261745124963671",METRO 9,,,,5.0
Miromesnil,"48.873769988661, 2.31445603617697",METRO 13,0.0,,,
Miromesnil,"48.873769988661, 2.31445603617697",METRO 13,,1.0,,
Miromesnil,"48.873769988661, 2.31445603617697",METRO 13,,,2.0,
Miromesnil,"48.873769988661, 2.31445603617697",METRO 13,,,,4.0
Les Sablons,"48.881016496556725, 2.272238940611056",METRO 1,1.0,,,
Les Sablons,"48.881016496556725, 2.272238940611056",METRO 1,,2.0,,
Les Sablons,"48.881016496556725, 2.272238940611056",METRO 1,,,3.0,
Les Sablons,"48.881016496556725, 2.272238940611056",METRO 1,,,,4.0
Madeleine,"48.870667019963506, 2.3257526352867255",METRO 14,0.0,,,
Madeleine,"48.870667019963506, 2.3257526352867255",METRO 14,,3.0,,
Madeleine,"48.870667019963506, 2.3257526352867255",METRO 14,,,3.0,
Madeleine,"48.870667019963506, 2.3257526352867255",METRO 14,,,,7.0
Mairie de Saint-Ouen,"48.91196489694664, 2.3339248904797145",METRO 13,1.0,,,
Mairie de Saint-Ouen,"48.91196489694664, 2.3339248904797145",METRO 13,,1.0,,
Mairie de Saint-Ouen,"48.91196489694664, 2.3339248904797145",METRO 13,,,1.0,
Mairie de Saint-Ouen,"48.91196489694664, 2.3339248904797145",METRO 13,,,,1.0
Palais Royal - Musée du Louvre,"48.8628296709713, 2.3368784003341987",METRO 7,0.0,,,
Palais Royal - Musée du Louvre,"48.8628296709713, 2.3368784003341987",METRO 7,,3.0,,
Palais Royal - Musée du Louvre,"48.8628296709713, 2.3368784003341987",METRO 7,,,6.0,
Palais Royal - Musée du Louvre,"48.8628296709713, 2.3368784003341987",METRO 7,,,,7.0
Place d'Italie,"48.8309272400659, 2.3561219387971035",METRO 6,1.0,,,
Place d'Italie,"48.8309272400659, 2.3561219387971035",METRO 6,,3.0,,
Place d'Italie,"48.8309272400659, 2.3561219387971035",METRO 6,,,3.0,
Place d'Italie,"48.8309272400659, 2.3561219387971035",METRO 6,,,,5.0
Place d'Italie,"48.831433629197946, 2.3556436430337095",METRO 7,2.0,,,
Place d'Italie,"48.831433629197946, 2.3556436430337095",METRO 7,,3.0,,
Place d'Italie,"48.831433629197946, 2.3556436430337095",METRO 7,,,3.0,
Place d'Italie,"48.831433629197946, 2.3556436430337095",METRO 7,,,,4.0
Oberkampf,"48.86496414484482, 2.367901414841736",METRO 5,0.0,,,
Oberkampf,"48.86496414484482, 2.367901414841736",METRO 5,,3.0,,
Oberkampf,"48.86496414484482, 2.367901414841736",METRO 5,,,9.0,
Oberkampf,"48.86496414484482, 2.367901414841736",METRO 5,,,,13.0
Odéon,"48.85193594110045, 2.3406130064065036",METRO 10,1.0,,,
Odéon,"48.85193594110045, 2.3406130064065036",METRO 10,,4.0,,
Odéon,"48.85193594110045, 2.3406130064065036",METRO 10,,,7.0,
Odéon,"48.85193594110045, 2.3406130064065036",METRO 10,,,,13.0
Opéra,"48.869939034252084, 2.3325924893559113",METRO 7,1.0,,,
Opéra,"48.869939034252084, 2.3325924893559113",METRO 7,,2.0,,
Opéra,"48.869939034252084, 2.3325924893559113",METRO 7,,,6.0,
Opéra,"48.869939034252084, 2.3325924893559113",METRO 7,,,,9.0
Plaisance,"48.83182564955102, 2.314122323459022",METRO 13,1.0,,,
Plaisance,"48.83182564955102, 2.314122323459022",METRO 13,,1.0,,
Plaisance,"48.83182564955102, 2.314122323459022",METRO 13,,,3.0,
Plaisance,"48.83182564955102, 2.314122323459022",METRO 13,,,,8.0
Sentier,"48.867513024064, 2.346552336353211",METRO 3,0.0,,,
Sentier,"48.867513024064, 2.346552336353211",METRO 3,,4.0,,
Sentier,"48.867513024064, 2.346552336353211",METRO 3,,,8.0,
Sentier,"48.867513024064, 2.346552336353211",METRO 3,,,,13.0
Temple,"48.86651446080855, 2.3608035032752683",METRO 3,1.0,,,
Temple,"48.86651446080855, 2.3608035032752683",METRO 3,,1.0,,
Temple,"48.86651446080855, 2.3608035032752683",METRO 3,,,5.0,
Temple,"48.86651446080855, 2.3608035032752683",METRO 3,,,,9.0
Porte de Pantin,"48.888417477833464, 2.391784450963432",METRO 5,1.0,,,
Porte de Pantin,"48.888417477833464, 2.391784450963432",METRO 5,,1.0,,
Porte de Pantin,"48.888417477833464, 2.391784450963432",METRO 5,,,3.0,
Porte de Pantin,"48.888417477833464, 2.391784450963432",METRO 5,,,,4.0
Porte de Saint-Ouen,"48.89737479549444, 2.328942812768302",METRO 13,1.0,,,
Porte de Saint-Ouen,"48.89737479549444, 2.328942812768302",METRO 13,,3.0,,
Porte de Saint-Ouen,"48.89737479549444, 2.328942812768302",METRO 13,,,3.0,
Porte de Saint-Ouen,"48.89737479549444, 2.328942812768302",METRO 13,,,,5.0
Porte des Lilas,"48.87717481837107, 2.4064801569984855",METRO 11,0.0,,,
Porte des Lilas,"48.87717481837107, 2.4064801569984855",METRO 11,,2.0,,
Porte des Lilas,"48.87717481837107, 2.4064801569984855",METRO 11,,,3.0,
Porte des Lilas,"48.87717481837107, 2.4064801569984855",METRO 11,,,,4.0
Pyramides,"48.86590673865971, 2.3341895419682492",METRO 14,1.0,,,
Pyramides,"48.86590673865971, 2.3341895419682492",METRO 14,,2.0,,
Pyramides,"48.86590673865971, 2.3341895419682492",METRO 14,,,8.0,
Pyramides,"48.86590673865971, 2.3341895419682492",METRO 14,,,,12.0
Quai de la Gare,"48.83704511922334, 2.3728257245425715",METRO 6,2.0,,,
Quai de la Gare,"48.83704511922334, 2.3728257245425715",METRO 6,,2.0,,
Quai de la Gare,"48.83704511922334, 2.3728257245425715",METRO 6,,,3.0,
Quai de la Gare,"48.83704511922334, 2.3728257245425715",METRO 6,,,,5.0
Reuilly-Diderot,"48.84717990913505, 2.385243715115071",METRO 1,1.0,,,
Reuilly-Diderot,"48.84717990913505, 2.385243715115071",METRO 1,,1.0,,
Reuilly-Diderot,"48.84717990913505, 2.385243715115071",METRO 1,,,1.0,
Reuilly-Diderot,"48.84717990913505, 2.385243715115071",METRO 1,,,,4.0
Saint-Fargeau,"48.87210144119713, 2.404514942379104",METRO 3bis,0.0,,,
Saint-Fargeau,"48.87210144119713, 2.404514942379104",METRO 3bis,,1.0,,
Saint-Fargeau,"48.87210144119713, 2.404514942379104",METRO 3bis,,,3.0,
Saint-Fargeau,"48.87210144119713, 2.404514942379104",METRO 3bis,,,,5.0
Saint-François-Xavier,"48.85144170650579, 2.3144081214724865",METRO 13,1.0,,,
Saint-François-Xavier,"48.85144170650579, 2.3144081214724865",METRO 13,,1.0,,
Saint-François-Xavier,"48.85144170650579, 2.3144081214724865",METRO 13,,,1.0,
Saint-François-Xavier,"48.85144170650579, 2.3144081214724865",METRO 13,,,,2.0
Ménilmontant,"48.86644680513255, 2.3835991095736566",METRO 2,1.0,,,
Ménilmontant,"48.86644680513255, 2.3835991095736566",METRO 2,,1.0,,
Ménilmontant,"48.86644680513255, 2.3835991095736566",METRO 2,,,2.0,
Ménilmontant,"48.86644680513255, 2.3835991095736566",METRO 2,,,,4.0
Montgallet,"48.844065596373376, 2.3904821339803877",METRO 8,1.0,,,
Montgallet,"48.844065596373376, 2.3904821339803877",METRO 8,,1.0,,
Montgallet,"48.844065596373376, 2.3904821339803877",METRO 8,,,2.0,
Montgallet,"48.844065596373376, 2.3904821339803877",METRO 8,,,,4.0
Pont de Neuilly,"48.88470820039658, 2.2605150792517",METRO 1,1.0,,,
Pont de Neuilly,"48.88470820039658, 2.2605150792517",METRO 1,,2.0,,
Pont de Neuilly,"48.88470820039658, 2.2605150792517",METRO 1,,,3.0,
Pont de Neuilly,"48.88470820039658, 2.2605150792517",METRO 1,,,,4.0
Pont Neuf,"48.8585538254322, 2.342232759368107",METRO 7,0.0,,,
Pont Neuf,"48.8585538254322, 2.342232759368107",METRO 7,,1.0,,
Pont Neuf,"48.8585538254322, 2.342232759368107",METRO 7,,,3.0,
Pont Neuf,"48.8585538254322, 2.342232759368107",METRO 7,,,,8.0
Porte de Bagnolet,"48.86460037244116, 2.4080310370758147",METRO 3,1.0,,,
Porte de Bagnolet,"48.86460037244116, 2.4080310370758147",METRO 3,,3.0,,
Porte de Bagnolet,"48.86460037244116, 2.4080310370758147",METRO 3,,,3.0,
Porte de Bagnolet,"48.86460037244116, 2.4080310370758147",METRO 3,,,,7.0
Porte de Champerret,"48.88600615057262, 2.2935299663372546",METRO 3,1.0,,,
Porte de Champerret,"48.88600615057262, 2.2935299663372546",METRO 3,,2.0,,
Porte de Champerret,"48.88600615057262, 2.2935299663372546",METRO 3,,,4.0,
Porte de Champerret,"48.88600615057262, 2.2935299663372546",METRO 3,,,,7.0
Riquet,"48.88796756081547, 2.3734568878525493",METRO 7,1.0,,,
Riquet,"48.88796756081547, 2.3734568878525493",METRO 7,,2.0,,
Riquet,"48.88796756081547, 2.3734568878525493",METRO 7,,,3.0,
Riquet,"48.88796756081547, 2.3734568878525493",METRO 7,,,,7.0
Chardon Lagache,"48.84520470264663, 2.2664415417194004",METRO 10,1.0,,,
Chardon Lagache,"48.84520470264663, 2.2664415417194004",METRO 10,,1.0,,
Chardon Lagache,"48.84520470264663, 2.2664415417194004",METRO 10,,,2.0,
Chardon Lagache,"48.84520470264663, 2.2664415417194004",METRO 10,,,,4.0
Lourmel,"48.838734857902175, 2.2821433781708906",METRO 8,1.0,,,
Lourmel,"48.838734857902175, 2.2821433781708906",METRO 8,,1.0,,
Lourmel,"48.838734857902175, 2.2821433781708906",METRO 8,,,4.0,
Lourmel,"48.838734857902175, 2.2821433781708906",METRO 8,,,,6.0
Tuileries,"48.864343777799434, 2.3301298771128605",METRO 1,1.0,,,
Tuileries,"48.864343777799434, 2.3301298771128605",METRO 1,,2.0,,
Tuileries,"48.864343777799434, 2.3301298771128605",METRO 1,,,2.0,
Tuileries,"48.864343777799434, 2.3301298771128605",METRO 1,,,,5.0
Edgar Quinet,"48.840663228364996, 2.3263846107928456",METRO 6,0.0,,,
Edgar Quinet,"48.840663228364996, 2.3263846107928456",METRO 6,,1.0,,
Edgar Quinet,"48.840663228364996, 2.3263846107928456",METRO 6,,,5.0,
Edgar Quinet,"48.840663228364996, 2.3263846107928456",METRO 6,,,,7.0
La Plaine-Stade de France,"48.91800820485815, 2.362470767055212",RER B,0.0,,,
La Plaine-Stade de France,"48.91800820485815, 2.362470767055212",RER B,,1.0,,
La Plaine-Stade de France,"48.91800820485815, 2.362470767055212",RER B,,,1.0,
La Plaine-Stade de France,"48.91800820485815, 2.362470767055212",RER B,,,,1.0
Bueil,"48.92530879617841, 1.4434127390456772",GL,0.0,,,
Bueil,"48.92530879617841, 1.4434127390456772",GL,,0.0,,
Bueil,"48.92530879617841, 1.4434127390456772",GL,,,0.0,
Bueil,"48.92530879617841, 1.4434127390456772",GL,,,,0.0
Pont-sur-Yonne,"48.28627700877569, 3.2017673450549204",GL,0.0,,,
Pont-sur-Yonne,"48.28627700877569, 3.2017673450549204",GL,,0.0,,
Pont-sur-Yonne,"48.28627700877569, 3.2017673450549204",GL,,,0.0,
Pont-sur-Yonne,"48.28627700877569, 3.2017673450549204",GL,,,,0.0
Brunoy,"48.69910694601902, 2.506676982547087",RER D,0.0,,,
Brunoy,"48.69910694601902, 2.506676982547087",RER D,,0.0,,
Brunoy,"48.69910694601902, 2.506676982547087",RER D,,,0.0,
Brunoy,"48.69910694601902, 2.506676982547087",RER D,,,,0.0
Fontaine-le-Port,"48.487373093663614, 2.7504830973688112",TRAIN R,0.0,,,
Fontaine-le-Port,"48.487373093663614, 2.7504830973688112",TRAIN R,,0.0,,
Fontaine-le-Port,"48.487373093663614, 2.7504830973688112",TRAIN R,,,0.0,
Fontaine-le-Port,"48.487373093663614, 2.7504830973688112",TRAIN R,,,,0.0
Champbenoist-Poigny,"48.545296264923, 3.286679528098299",TRAIN P,0.0,,,
Champbenoist-Poigny,"48.545296264923, 3.286679528098299",TRAIN P,,0.0,,
Champbenoist-Poigny,"48.545296264923, 3.286679528098299",TRAIN P,,,0.0,
Champbenoist-Poigny,"48.545296264923, 3.286679528098299",TRAIN P,,,,0.0
La Borne Blanche,"49.126209959725394, 2.5070138416038654",RER D,0.0,,,
La Borne Blanche,"49.126209959725394, 2.5070138416038654",RER D,,0.0,,
La Borne Blanche,"49.126209959725394, 2.5070138416038654",RER D,,,0.0,
La Borne Blanche,"49.126209959725394, 2.5070138416038654",RER D,,,,0.0
Javel - André Citroën,"48.84615720389792, 2.2784003863661018",METRO 10,1.0,,,
Javel - André Citroën,"48.84615720389792, 2.2784003863661018",METRO 10,,1.0,,
Javel - André Citroën,"48.84615720389792, 2.2784003863661018",METRO 10,,,2.0,
Javel - André Citroën,"48.84615720389792, 2.2784003863661018",METRO 10,,,,4.0
Croix de Chavaux,"48.85778351365199, 2.434538451473473",METRO 9,0.0,,,
Croix de Chavaux,"48.85778351365199, 2.434538451473473",METRO 9,,1.0,,
Croix de Chavaux,"48.85778351365199, 2.434538451473473",METRO 9,,,3.0,
Croix de Chavaux,"48.85778351365199, 2.434538451473473",METRO 9,,,,4.0
Censier-Daubenton,"48.84023383539418, 2.35160647530219",METRO 7,0.0,,,
Censier-Daubenton,"48.84023383539418, 2.35160647530219",METRO 7,,3.0,,
Censier-Daubenton,"48.84023383539418, 2.35160647530219",METRO 7,,,6.0,
Censier-Daubenton,"48.84023383539418, 2.35160647530219",METRO 7,,,,8.0
Château d'Eau,"48.87262083899373, 2.3561539474503386",METRO 4,0.0,,,
Château d'Eau,"48.87262083899373, 2.3561539474503386",METRO 4,,2.0,,
Château d'Eau,"48.87262083899373, 2.3561539474503386",METRO 4,,,6.0,
Château d'Eau,"48.87262083899373, 2.3561539474503386",METRO 4,,,,10.0
Châtelet,"48.85958965464833, 2.3464781835875943",METRO 14,1.0,,,
Châtelet,"48.85958965464833, 2.3464781835875943",METRO 14,,5.0,,
Châtelet,"48.85958965464833, 2.3464781835875943",METRO 14,,,7.0,
Châtelet,"48.85958965464833, 2.3464781835875943",METRO 14,,,,10.0
Convention,"48.837099427289054, 2.296231386803388",METRO 12,1.0,,,
Convention,"48.837099427289054, 2.296231386803388",METRO 12,,1.0,,
Convention,"48.837099427289054, 2.296231386803388",METRO 12,,,3.0,
Convention,"48.837099427289054, 2.296231386803388",METRO 12,,,,4.0
Place de Clichy,"48.88399982396176, 2.3285301398903795",METRO 2,1.0,,,
Place de Clichy,"48.88399982396176, 2.3285301398903795",METRO 2,,3.0,,
Place de Clichy,"48.88399982396176, 2.3285301398903795",METRO 2,,,3.0,
Place de Clichy,"48.88399982396176, 2.3285301398903795",METRO 2,,,,8.0
Stalingrad,"48.884284149322156, 2.3658215462820884",METRO 2,0.0,,,
Stalingrad,"48.884284149322156, 2.3658215462820884",METRO 2,,1.0,,
Stalingrad,"48.884284149322156, 2.3658215462820884",METRO 2,,,1.0,
Stalingrad,"48.884284149322156, 2.3658215462820884",METRO 2,,,,7.0
Rome,"48.88233342277264, 2.321801731063168",METRO 2,0.0,,,
Rome,"48.88233342277264, 2.321801731063168",METRO 2,,3.0,,
Rome,"48.88233342277264, 2.321801731063168",METRO 2,,,6.0,
Rome,"48.88233342277264, 2.321801731063168",METRO 2,,,,7.0
Billancourt,"48.83173796343587, 2.237436786980606",METRO 9,1.0,,,
Billancourt,"48.83173796343587, 2.237436786980606",METRO 9,,1.0,,
Billancourt,"48.83173796343587, 2.237436786980606",METRO 9,,,3.0,
Billancourt,"48.83173796343587, 2.237436786980606",METRO 9,,,,3.0
Bastille,"48.85200902958603, 2.36867458439179",METRO 1,2.0,,,
Bastille,"48.85200902958603, 2.36867458439179",METRO 1,,2.0,,
Bastille,"48.85200902958603, 2.36867458439179",METRO 1,,,4.0,
Bastille,"48.85200902958603, 2.36867458439179",METRO 1,,,,8.0
Gambetta,"48.86497810694326, 2.3969128470866257",METRO 3,0.0,,,
Gambetta,"48.86497810694326, 2.3969128470866257",METRO 3,,2.0,,
Gambetta,"48.86497810694326, 2.3969128470866257",METRO 3,,,4.0,
Gambetta,"48.86497810694326, 2.3969128470866257",METRO 3,,,,5.0
La Chapelle,"48.88439967613092, 2.360399500808731",METRO 2,1.0,,,
La Chapelle,"48.88439967613092, 2.360399500808731",METRO 2,,2.0,,
La Chapelle,"48.88439967613092, 2.360399500808731",METRO 2,,,3.0,
La Chapelle,"48.88439967613092, 2.360399500808731",METRO 2,,,,7.0
Exelmans,"48.842412769424165, 2.2596084727525714",METRO 9,1.0,,,
Exelmans,"48.842412769424165, 2.2596084727525714",METRO 9,,1.0,,
Exelmans,"48.842412769424165, 2.2596084727525714",METRO 9,,,2.0,
Exelmans,"48.842412769424165, 2.2596084727525714",METRO 9,,,,6.0
Strasbourg-Saint-Denis,"48.86940219572108, 2.3538187935928794",METRO 9,1.0,,,
Strasbourg-Saint-Denis,"48.86940219572108, 2.3538187935928794",METRO 9,,3.0,,
Strasbourg-Saint-Denis,"48.86940219572108, 2.3538187935928794",METRO 9,,,6.0,
Strasbourg-Saint-Denis,"48.86940219572108, 2.3538187935928794",METRO 9,,,,10.0
Villiers,"48.881094426231876, 2.3147210047461946",METRO 3,0.0,,,
Villiers,"48.881094426231876, 2.3147210047461946",METRO 3,,3.0,,
Villiers,"48.881094426231876, 2.3147210047461946",METRO 3,,,4.0,
Villiers,"48.881094426231876, 2.3147210047461946",METRO 3,,,,6.0
Mairie d'Aubervilliers,"48.913710544615356, 2.3807356063950937",METRO 12,0.0,,,
Mairie d'Aubervilliers,"48.913710544615356, 2.3807356063950937",METRO 12,,0.0,,
Mairie d'Aubervilliers,"48.913710544615356, 2.3807356063950937",METRO 12,,,2.0,
Mairie d'Aubervilliers,"48.913710544615356, 2.3807356063950937",METRO 12,,,,3.0
Invalides,"48.860028457267546, 2.3139151192031537",METRO 13,1.0,,,
Invalides,"48.860028457267546, 2.3139151192031537",METRO 13,,1.0,,
Invalides,"48.860028457267546, 2.3139151192031537",METRO 13,,,1.0,
Invalides,"48.860028457267546, 2.3139151192031537",METRO 13,,,,5.0
La Défense,"48.89218707551516, 2.2370180563950135",METRO 1,0.0,,,
La Défense,"48.89218707551516, 2.2370180563950135",METRO 1,,0.0,,
La Défense,"48.89218707551516, 2.2370180563950135",METRO 1,,,0.0,
La Défense,"48.89218707551516, 2.2370180563950135",METRO 1,,,,0.0
Saint-Ouen,"48.90449641964034, 2.321743589558778",METRO 14,0.0,,,
Saint-Ouen,"48.90449641964034, 2.321743589558778",METRO 14,,1.0,,
Saint-Ouen,"48.90449641964034, 2.321743589558778",METRO 14,,,2.0,
Saint-Ouen,"48.90449641964034, 2.321743589558778",METRO 14,,,,2.0
Arts et Métiers,"48.86558647756452, 2.3567367567949926",METRO 3,1.0,,,
Arts et Métiers,"48.86558647756452, 2.3567367567949926",METRO 3,,1.0,,
Arts et Métiers,"48.86558647756452, 2.3567367567949926",METRO 3,,,2.0,
Arts et Métiers,"48.86558647756452, 2.3567367567949926",METRO 3,,,,8.0
Aubervilliers Pantin - Quatre Chemins,"48.90378388011768, 2.3922212225351163",METRO 7,0.0,,,
Aubervilliers Pantin - Quatre Chemins,"48.90378388011768, 2.3922212225351163",METRO 7,,1.0,,
Aubervilliers Pantin - Quatre Chemins,"48.90378388011768, 2.3922212225351163",METRO 7,,,1.0,
Aubervilliers Pantin - Quatre Chemins,"48.90378388011768, 2.3922212225351163",METRO 7,,,,2.0
Daumesnil,"48.839445427444936, 2.396182886452632",METRO 8,1.0,,,
Daumesnil,"48.839445427444936, 2.396182886452632",METRO 8,,2.0,,
Daumesnil,"48.839445427444936, 2.396182886452632",METRO 8,,,3.0,
Daumesnil,"48.839445427444936, 2.396182886452632",METRO 8,,,,5.0
Duroc,"48.84705255449363, 2.316424352050892",METRO 13,0.0,,,
Duroc,"48.84705255449363, 2.316424352050892",METRO 13,,0.0,,
Duroc,"48.84705255449363, 2.316424352050892",METRO 13,,,3.0,
Duroc,"48.84705255449363, 2.316424352050892",METRO 13,,,,5.0
Cambronne,"48.84750708106227, 2.3029682978173134",METRO 6,1.0,,,
Cambronne,"48.84750708106227, 2.3029682978173134",METRO 6,,1.0,,
Cambronne,"48.84750708106227, 2.3029682978173134",METRO 6,,,3.0,
Cambronne,"48.84750708106227, 2.3029682978173134",METRO 6,,,,5.0
Concorde,"48.86681836891563, 2.322082848676169",METRO 8,0.0,,,
Concorde,"48.86681836891563, 2.322082848676169",METRO 8,,0.0,,
Concorde,"48.86681836891563, 2.322082848676169",METRO 8,,,1.0,
Concorde,"48.86681836891563, 2.322082848676169",METRO 8,,,,2.0
Franklin D. Roosevelt,"48.86869984641849, 2.3095051573378864",METRO 9,0.0,,,
Franklin D. Roosevelt,"48.86869984641849, 2.3095051573378864",METRO 9,,1.0,,
Franklin D. Roosevelt,"48.86869984641849, 2.3095051573378864",METRO 9,,,4.0,
Franklin D. Roosevelt,"48.86869984641849, 2.3095051573378864",METRO 9,,,,6.0
Jasmin,"48.852504090577646, 2.2681767494233305",METRO 9,1.0,,,
Jasmin,"48.852504090577646, 2.2681767494233305",METRO 9,,1.0,,
Jasmin,"48.852504090577646, 2.2681767494233305",METRO 9,,,2.0,
Jasmin,"48.852504090577646, 2.2681767494233305",METRO 9,,,,4.0
Jourdain,"48.87511181602157, 2.389415032035527",METRO 11,1.0,,,
Jourdain,"48.87511181602157, 2.389415032035527",METRO 11,,2.0,,
Jourdain,"48.87511181602157, 2.389415032035527",METRO 11,,,5.0,
Jourdain,"48.87511181602157, 2.389415032035527",METRO 11,,,,7.0
Jules Joffrin,"48.89241892201138, 2.344764611738356",METRO 12,1.0,,,
Jules Joffrin,"48.89241892201138, 2.344764611738356",METRO 12,,2.0,,
Jules Joffrin,"48.89241892201138, 2.344764611738356",METRO 12,,,3.0,
Jules Joffrin,"48.89241892201138, 2.344764611738356",METRO 12,,,,10.0
Jussieu,"48.846151121246784, 2.3549179837074035",METRO 10,1.0,,,
Jussieu,"48.846151121246784, 2.3549179837074035",METRO 10,,2.0,,
Jussieu,"48.846151121246784, 2.3549179837074035",METRO 10,,,4.0,
Jussieu,"48.846151121246784, 2.3549179837074035",METRO 10,,,,6.0
Marcadet-Poissonniers,"48.89146499939834, 2.349815453218361",METRO 12,1.0,,,
Marcadet-Poissonniers,"48.89146499939834, 2.349815453218361",METRO 12,,3.0,,
Marcadet-Poissonniers,"48.89146499939834, 2.349815453218361",METRO 12,,,5.0,
Marcadet-Poissonniers,"48.89146499939834, 2.349815453218361",METRO 12,,,,7.0
Michel Ange-Auteuil,"48.847934806957525, 2.264218775687729",METRO 10,1.0,,,
Michel Ange-Auteuil,"48.847934806957525, 2.264218775687729",METRO 10,,1.0,,
Michel Ange-Auteuil,"48.847934806957525, 2.264218775687729",METRO 10,,,2.0,
Michel Ange-Auteuil,"48.847934806957525, 2.264218775687729",METRO 10,,,,6.0
La Tour Maubourg,"48.85772541195898, 2.3105659609468447",METRO 8,0.0,,,
La Tour Maubourg,"48.85772541195898, 2.3105659609468447",METRO 8,,1.0,,
La Tour Maubourg,"48.85772541195898, 2.3105659609468447",METRO 8,,,1.0,
La Tour Maubourg,"48.85772541195898, 2.3105659609468447",METRO 8,,,,3.0
Lamarck-Caulaincourt,"48.889674072959075, 2.338760650528742",METRO 12,1.0,,,
Lamarck-Caulaincourt,"48.889674072959075, 2.338760650528742",METRO 12,,2.0,,
Lamarck-Caulaincourt,"48.889674072959075, 2.338760650528742",METRO 12,,,3.0,
Lamarck-Caulaincourt,"48.889674072959075, 2.338760650528742",METRO 12,,,,6.0
Liège,"48.879634759722414, 2.327022200889502",METRO 13,1.0,,,
Liège,"48.879634759722414, 2.327022200889502",METRO 13,,3.0,,
Liège,"48.879634759722414, 2.327022200889502",METRO 13,,,7.0,
Liège,"48.879634759722414, 2.327022200889502",METRO 13,,,,8.0
Mairie de Clichy,"48.90323367785232, 2.306010915009082",METRO 13,1.0,,,
Mairie de Clichy,"48.90323367785232, 2.306010915009082",METRO 13,,1.0,,
Mairie de Clichy,"48.90323367785232, 2.306010915009082",METRO 13,,,1.0,
Mairie de Clichy,"48.90323367785232, 2.306010915009082",METRO 13,,,,2.0
Ourcq,"48.88685693056751, 2.3859131742732753",METRO 5,1.0,,,
Ourcq,"48.88685693056751, 2.3859131742732753",METRO 5,,1.0,,
Ourcq,"48.88685693056751, 2.3859131742732753",METRO 5,,,3.0,
Ourcq,"48.88685693056751, 2.3859131742732753",METRO 5,,,,4.0
Pasteur,"48.84287127407178, 2.312447513065986",METRO 12,1.0,,,
Pasteur,"48.84287127407178, 2.312447513065986",METRO 12,,1.0,,
Pasteur,"48.84287127407178, 2.312447513065986",METRO 12,,,3.0,
Pasteur,"48.84287127407178, 2.312447513065986",METRO 12,,,,6.0
Père Lachaise,"48.86218374694281, 2.387835956453657",METRO 2,0.0,,,
Père Lachaise,"48.86218374694281, 2.387835956453657",METRO 2,,1.0,,
Père Lachaise,"48.86218374694281, 2.387835956453657",METRO 2,,,1.0,
Père Lachaise,"48.86218374694281, 2.387835956453657",METRO 2,,,,4.0
Place de Clichy,"48.883804527099414, 2.3272434105874056",METRO 13,1.0,,,
Place de Clichy,"48.883804527099414, 2.3272434105874056",METRO 13,,2.0,,
Place de Clichy,"48.883804527099414, 2.3272434105874056",METRO 13,,,5.0,
Place de Clichy,"48.883804527099414, 2.3272434105874056",METRO 13,,,,7.0
Place des Fêtes,"48.87694984717581, 2.3929839648173927",METRO 7bis,1.0,,,
Place des Fêtes,"48.87694984717581, 2.3929839648173927",METRO 7bis,,2.0,,
Place des Fêtes,"48.87694984717581, 2.3929839648173927",METRO 7bis,,,3.0,
Place des Fêtes,"48.87694984717581, 2.3929839648173927",METRO 7bis,,,,4.0
Place Monge,"48.842866829748104, 2.3522247281830833",METRO 7,1.0,,,
Place Monge,"48.842866829748104, 2.3522247281830833",METRO 7,,2.0,,
Place Monge,"48.842866829748104, 2.3522247281830833",METRO 7,,,5.0,
Place Monge,"48.842866829748104, 2.3522247281830833",METRO 7,,,,9.0
