Geo Point,Geo Shape,gares_id,nom_long,id_ref_ZdA,nom_ZdA,res_com,mode_,Latitude,Longitude,arrondissement,commune
"48.996006829560066, 2.3686845627963335","{""coordinates"": [2.368684562796334, 48.996006829560066], ""type"": ""Point""}",784,Sarcelles-Saint-Brice,43190,Sarcelles - Saint-Brice,TRAIN H,TRAIN,48.996006829560066, 2.3686845627963335,Banlieue,Saint-Brice-sous-Forêt
"48.93773606248046, 2.157086496469817","{""coordinates"": [2.157086496469817, 48.93773606248046], ""type"": ""Point""}",785,Sartrouville,43191,Sartrouville,RER A,RER,48.93773606248046, 2.157086496469817,Banlieue,Sartrouville
"48.8833838128909, 2.2336919201504086","{""coordinates"": [2.233691920150409, 48.8833838128909], ""type"": ""Point""}",932,Puteaux,43184,Puteaux,TRAIN U,TRAIN,48.8833838128909, 2.2336919201504086,Banlieue,Puteaux
"48.86991241825165, 2.4857611406117885","{""coordinates"": [2.485761140611789, 48.86991241825165], ""type"": ""Point""}",748,Rosny-sous-Bois,47877,Rosny-sous-Bois,RER E,RER,48.86991241825165, 2.4857611406117885,Banlieue,Rosny-sous-Bois
"48.997391999985346, 1.630167627298459","{""coordinates"": [1.630167627298459, 48.997391999985346], ""type"": ""Point""}",749,Rosny-sur-Seine,479059,Rosny-sur-Seine,TRAIN J,TRAIN,48.997391999985346, 1.630167627298459,Banlieue,Rosny-sur-Seine
"48.84610294770648, 2.2176210808904337","{""coordinates"": [2.217621080890434, 48.84610294770648], ""type"": ""Point""}",812,Saint-Cloud,43196,Saint-Cloud,TRAIN L,TRAIN,48.84610294770648, 2.2176210808904337,Banlieue,Saint-Cloud
"48.79870763435358, 2.0718470059294005","{""coordinates"": [2.071847005929401, 48.79870763435358], ""type"": ""Point""}",814,Saint-Cyr,46990,Saint-Cyr,RER C,RER,48.79870763435358, 2.0718470059294005,Banlieue,Saint-Cyr-l'École
"48.93445554412717, 2.3456043781962896","{""coordinates"": [2.34560437819629, 48.93445554412717], ""type"": ""Point""}",815,Saint-Denis,412743,Saint-Denis,TRAIN H,TRAIN,48.93445554412717, 2.3456043781962896,Banlieue,Saint-Denis
"48.42736258324724, 2.1452465929031157","{""coordinates"": [2.145246592903116, 48.42736258324724], ""type"": ""Point""}",825,Saint-Martin-d'Étampes,47115,Saint-Martin d'Étampes,RER C,RER,48.42736258324724, 2.1452465929031157,Banlieue,Étampes
"48.81532861955605, 1.877504204313638","{""coordinates"": [1.877504204313638, 48.81532861955605], ""type"": ""Point""}",911,Villiers-Neauphle Pontchartrain,46847,Villiers - Neauphle - Pontchartrain,TRAIN N,TRAIN,48.81532861955605, 1.877504204313638,Banlieue,Villiers-Saint-Frédéric
"49.00670027680786, 1.919237111731365","{""coordinates"": [1.919237111731365, 49.00670027680786], ""type"": ""Point""}",854,Thun-le-Paradis,46902,Thun le Paradis,TRAIN J,TRAIN,49.00670027680786, 1.919237111731365,Banlieue,Meulan-en-Yvelines
"48.96022648980192, 2.950060382752808","{""coordinates"": [2.950060382752808, 48.96022648980192], ""type"": ""Point""}",860,Trilport,47962,Trilport,TRAIN P,TRAIN,48.96022648980192, 2.950060382752808,Banlieue,Trilport
"48.962709512366416, 2.5126446278196126","{""coordinates"": [2.512644627819613, 48.962709512366416], ""type"": ""Point""}",905,Villepinte,58793,Villepinte,RER B,RER,48.962709512366416, 2.5126446278196126,Banlieue,Villepinte
"48.34261367922731, 3.071746453743138","{""coordinates"": [3.071746453743138, 48.34261367922731], ""type"": ""Point""}",1038,Villeneuve-la-Guyard,411464,Villeneuve-la-Guyard,GL,TRAIN,48.34261367922731, 3.071746453743138,Banlieue,
"49.26394414357276, 2.4689141153510383","{""coordinates"": [2.468914115351038, 49.26394414357276], ""type"": ""Point""}",1053,Creil,411440,Creil,RER D,RER,49.26394414357276, 2.4689141153510383,Banlieue,
"49.166775038874846, 2.362303528565356","{""coordinates"": [2.362303528565356, 49.166775038874846], ""type"": ""Point""}",1057,Boran-sur-Oise,411332,Boran-sur-Oise,TRAIN H,TRAIN,49.166775038874846, 2.362303528565356,Banlieue,
"49.23101805923178, 2.887366704975861","{""coordinates"": [2.887366704975861, 49.23101805923178], ""type"": ""Point""}",1063,Crépy-en-Valois,411396,Crépy-en-Valois,TRAIN K,TRAIN,49.23101805923178, 2.887366704975861,Banlieue,
"49.14288419739151, 2.7944545501073197","{""coordinates"": [2.79445455010732, 49.14288419739151], ""type"": ""Point""}",1065,Nanteuil-le-Haudouin,411390,Nanteuil-le-Haudouin,TRAIN K,TRAIN,49.14288419739151, 2.7944545501073197,Banlieue,
"48.89658112768104, 2.3738190054032113","{""coordinates"": [2.373819005403211, 48.89658112768104], ""type"": ""Point""}",1196,Rosa Parks,58498,Rosa Parks,RER E,RER,48.89658112768104, 2.3738190054032113,19ème Ardt,Paris
"48.82723877447488, 2.200721257947834","{""coordinates"": [2.200721257947834, 48.82723877447488], ""type"": ""Point""}",1198,Sèvres-Ville-d'Avray,47767,Sèvres - Ville-d'Avray,TRAIN U,TRAIN,48.82723877447488, 2.200721257947834,Banlieue,Sèvres
"48.894168385277624, 2.3155992205467677","{""coordinates"": [2.315599220546768, 48.894168385277624], ""type"": ""Point""}",688,Porte de Clichy,44514,Porte de Clichy,RER C,RER,48.894168385277624, 2.3155992205467677,17ème Ardt,Paris
"48.86251523404101, 2.3457858600391797","{""coordinates"": [2.34578586003918, 48.86251523404101], ""type"": ""Point""}",460,Les Halles,45102,Châtelet les Halles,METRO 4,METRO,48.86251523404101, 2.3457858600391797,1er Ardt,Paris
"48.833073169694686, 2.333203670349574","{""coordinates"": [2.333203670349574, 48.833073169694686], ""type"": ""Point""}",235,Denfert-Rochereau,473890,Denfert-Rochereau,RER B,RER,48.833073169694686, 2.333203670349574,14ème Ardt,Paris
"48.98500470032524, 2.2574741572503094","{""coordinates"": [2.257474157250309, 48.98500470032524], ""type"": ""Point""}",134,Cernay,43105,Cernay,RER C,RER,48.98500470032524, 2.2574741572503094,Banlieue,Ermont
"48.87499705814552, 2.328685515718797","{""coordinates"": [2.328685515718797, 48.87499705814552], ""type"": ""Point""}",343,Haussmann-Saint-Lazare,58718,Haussmann Saint-Lazare,RER E,RER,48.87499705814552, 2.328685515718797,9ème Ardt,Paris
"48.881759488218286, 2.357570193470876","{""coordinates"": [2.357570193470876, 48.881759488218286], ""type"": ""Point""}",309,Gare du Nord,58572,Magenta,RER B,RER,48.881759488218286, 2.357570193470876,10ème Ardt,Paris
"48.862884803620496, 2.3125135549259594","{""coordinates"": [2.312513554925959, 48.862884803620496], ""type"": ""Point""}",361,Invalides,470540,Invalides,RER C,RER,48.862884803620496, 2.3125135549259594,7ème Ardt,Paris
"48.7695633327529, 2.309905064564245","{""coordinates"": [2.309905064564245, 48.7695633327529], ""type"": ""Point""}",622,Parc de Sceaux,43177,Parc de Sceaux,RER B,RER,48.7695633327529, 2.309905064564245,Banlieue,Antony
"48.88604139898206, 2.299279102380643","{""coordinates"": [2.299279102380643, 48.88604139898206], ""type"": ""Point""}",632,Pereire-Levallois,44314,Péreire Levallois,RER C,RER,48.88604139898206, 2.299279102380643,17ème Ardt,Paris
"48.26775810899744, 2.68564708993975","{""coordinates"": [2.68564708993975, 48.26775810899744], ""type"": ""Point""}",588,Nemours-Saint-Pierre,43245,Nemours - Saint-Pierre,TRAIN R,TRAIN,48.26775810899744, 2.68564708993975,Banlieue,Saint-Pierre-lès-Nemours
"49.01531915094301, 2.2428386605648356","{""coordinates"": [2.242838660564836, 49.01531915094301], ""type"": ""Point""}",823,Saint-Leu-la-Forêt,48964,Saint-Leu-la-Forêt,TRAIN H,TRAIN,49.01531915094301, 2.2428386605648356,Banlieue,Saint-Leu-la-Forêt
"48.854251702558244, 2.1321324452511017","{""coordinates"": [2.132132445251102, 48.854251702558244], ""type"": ""Point""}",96,Bougival,47790,Bougival,TRAIN L,TRAIN,48.854251702558244, 2.1321324452511017,Banlieue,La Celle-Saint-Cloud
"48.85697199491403, 2.274793324608879","{""coordinates"": [2.274793324608879, 48.85697199491403], ""type"": ""Point""}",97,Boulainvilliers,45453,Boulainvilliers,RER C,RER,48.85697199491403, 2.274793324608879,16ème Ardt,Paris
"49.04787620243536, 2.010999760003632","{""coordinates"": [2.010999760003632, 49.04787620243536], ""type"": ""Point""}",939,Cergy Le Haut,43104,Cergy le Haut,TRAIN L,TRAIN,49.04787620243536, 2.010999760003632,Banlieue,Cergy
"48.70088331811131, 2.306992605850876","{""coordinates"": [2.306992605850876, 48.70088331811131], ""type"": ""Point""}",184,Chilly-Mazarin,43109,Chilly-Mazarin,RER C,RER,48.70088331811131, 2.306992605850876,Banlieue,Chilly-Mazarin
"48.819343961671926, 2.2578938975150784","{""coordinates"": [2.257893897515078, 48.819343961671926], ""type"": ""Point""}",366,Issy,43084,Issy,RER C,RER,48.819343961671926, 2.2578938975150784,Banlieue,Issy-les-Moulineaux
"48.81488431327983, 2.2409192948665337","{""coordinates"": [2.240919294866534, 48.81488431327983], ""type"": ""Point""}",538,Meudon,43162,Meudon,TRAIN N,TRAIN,48.81488431327983, 2.2409192948665337,Banlieue,Meudon
"48.891688138011865, 2.2385952173384704","{""coordinates"": [2.23859521733847, 48.891688138011865], ""type"": ""Point""}",393,La Défense,470549,La Défense,RER A,RER,48.891688138011865, 2.2385952173384704,Banlieue,Puteaux
"48.72191596012357, 1.8900045636979848","{""coordinates"": [1.890004563697985, 48.72191596012357], ""type"": ""Point""}",458,Les-Essarts-le-Roi,43229,Les Essarts-le-Roi,TRAIN N,TRAIN,48.72191596012357, 1.8900045636979848,Banlieue,Les Essarts-le-Roi
"49.014133684049256, 2.078306591409993","{""coordinates"": [2.078306591409993, 49.014133684049256], ""type"": ""Point""}",940,Neuville Université,47879,Neuville Université,TRAIN L,TRAIN,49.014133684049256, 2.078306591409993,Banlieue,Neuville-sur-Oise
"48.88822016183026, 2.313732451520271","{""coordinates"": [2.313732451520271, 48.88822016183026], ""type"": ""Point""}",665,Pont-Cardinet,45493,Pont Cardinet,TRAIN L,TRAIN,48.88822016183026, 2.313732451520271,17ème Ardt,Paris
"48.852118881696434, 2.3440211520552796","{""coordinates"": [2.34402115205528, 48.852118881696434], ""type"": ""Point""}",827,Saint-Michel,44877,Saint-Michel Notre-Dame,RER B,RER,48.852118881696434, 2.3440211520552796,5ème Ardt,Paris
"48.834292979538596, 2.3328523099608898","{""coordinates"": [2.33285230996089, 48.834292979538596], ""type"": ""Point""}",237,Denfert-Rochereau,473890,Denfert-Rochereau,METRO 6,METRO,48.834292979538596, 2.3328523099608898,14ème Ardt,Paris
"48.8434867608722, 2.3739225903167536","{""coordinates"": [2.373922590316754, 48.8434867608722], ""type"": ""Point""}",317,Gare de Lyon,470195,Gare de Lyon,METRO 14,METRO,48.8434867608722, 2.3739225903167536,12ème Ardt,Paris
"48.87979369318188, 2.3557919075311387","{""coordinates"": [2.355791907531139, 48.87979369318188], ""type"": ""Point""}",318,Gare du Nord,470519,Gare de l'Est,METRO 4,METRO,48.87979369318188, 2.3557919075311387,10ème Ardt,Paris
"48.84757936654253, 2.395554512170687","{""coordinates"": [2.395554512170687, 48.84757936654253], ""type"": ""Point""}",583,Nation,473875,Nation,METRO 1,METRO,48.84757936654253, 2.395554512170687,12ème Ardt,Paris
"48.90101049482036, 2.2135566086399576","{""coordinates"": [2.213556608639958, 48.90101049482036], ""type"": ""Point""}",578,Nanterre-Université,43170,Nanterre Université,RER A,RER,48.90101049482036, 2.2135566086399576,Banlieue,Nanterre
"48.90131105510631, 2.21330231459666","{""coordinates"": [2.21330231459666, 48.90131105510631], ""type"": ""Point""}",579,Nanterre-Université,43170,Nanterre Université,TRAIN L,TRAIN,48.90131105510631, 2.21330231459666,Banlieue,Nanterre
"48.84109405631434, 2.2879457664873772","{""coordinates"": [2.287945766487377, 48.84109405631434], ""type"": ""Point""}",94,Boucicaut,42370,Boucicaut,METRO 8,METRO,48.84109405631434, 2.2879457664873772,15ème Ardt,Paris
"48.82818847537889, 2.3271646496078233","{""coordinates"": [2.327164649607823, 48.82818847537889], ""type"": ""Point""}",10,Alésia,42175,Alésia,METRO 4,METRO,48.82818847537889, 2.3271646496078233,14ème Ardt,Paris
"48.84699703040198, 2.295019130476361","{""coordinates"": [2.295019130476361, 48.84699703040198], ""type"": ""Point""}",43,Avenue Émile Zola,42265,Avenue Émile Zola,METRO 10,METRO,48.84699703040198, 2.295019130476361,15ème Ardt,Paris
"48.853439426633884, 2.369513568156525","{""coordinates"": [2.369513568156525, 48.853439426633884], ""type"": ""Point""}",56,Bastille,42288,Bastille,METRO 8,METRO,48.853439426633884, 2.369513568156525,11ème Ardt,Paris
"48.841338248197566, 2.4009185367798023","{""coordinates"": [2.400918536779802, 48.841338248197566], ""type"": ""Point""}",59,Bel-Air,45222,Bel-Air,METRO 6,METRO,48.841338248197566, 2.4009185367798023,12ème Ardt,Paris
"48.87184879372683, 2.376593684096822","{""coordinates"": [2.376593684096822, 48.87184879372683], ""type"": ""Point""}",60,Belleville,42311,Belleville,METRO 11,METRO,48.87184879372683, 2.376593684096822,11ème Ardt,Paris
"48.82979051275835, 2.350414872010463","{""coordinates"": [2.350414872010463, 48.82979051275835], ""type"": ""Point""}",212,Corvisart,45274,Corvisart,METRO 6,METRO,48.82979051275835, 2.350414872010463,13ème Ardt,Paris
"48.81480300606579, 2.4223761428456223","{""coordinates"": [2.422376142845622, 48.81480300606579], ""type"": ""Point""}",12,École Vétérinaire de Maisons-Alfort,42889,École Vétérinaire de Maisons-Alfort,METRO 8,METRO,48.81480300606579, 2.4223761428456223,Banlieue,Maisons-Alfort
"48.847150053875964, 2.269135872742879","{""coordinates"": [2.269135872742879, 48.847150053875964], ""type"": ""Point""}",251,Église d'Auteuil,42947,Église d'Auteuil,METRO 10,METRO,48.847150053875964, 2.269135872742879,16ème Ardt,Paris
"48.89058718567746, 2.32017475715155","{""coordinates"": [2.32017475715155, 48.89058718567746], ""type"": ""Point""}",113,Brochant,45487,Brochant,METRO 13,METRO,48.89058718567746, 2.32017475715155,17ème Ardt,Paris
"48.846656850308115, 2.3516232550160123","{""coordinates"": [2.351623255016012, 48.846656850308115], ""type"": ""Point""}",125,Cardinal Lemoine,42435,Cardinal Lemoine,METRO 10,METRO,48.846656850308115, 2.3516232550160123,5ème Ardt,Paris
"48.86760214428706, 2.3138941304816143","{""coordinates"": [2.313894130481614, 48.86760214428706], ""type"": ""Point""}",145,Champs-Élysées – Clemenceau,42531,Champs-Élysées Clemenceau,METRO 13,METRO,48.86760214428706, 2.3138941304816143,8ème Ardt,Paris
"48.83494772231993, 2.3681263304132094","{""coordinates"": [2.368126330413209, 48.83494772231993], ""type"": ""Point""}",183,Chevaleret,45267,Chevaleret,METRO 6,METRO,48.83494772231993, 2.3681263304132094,13ème Ardt,Paris
"48.86995751176857, 2.3710948397312004","{""coordinates"": [2.3710948397312, 48.86995751176857], ""type"": ""Point""}",332,Goncourt,43298,Goncourt,METRO 11,METRO,48.86995751176857, 2.3710948397312004,11ème Ardt,Paris
"48.86516343394703, 2.398746593442591","{""coordinates"": [2.398746593442591, 48.86516343394703], ""type"": ""Point""}",302,Gambetta,43055,Gambetta,METRO 3bis,METRO,48.86516343394703, 2.398746593442591,20ème Ardt,Paris
"48.85017786186515, 2.3840922100556665","{""coordinates"": [2.384092210055667, 48.85017786186515], ""type"": ""Point""}",279,Faidherbe Chaligny,42980,Faidherbe Chaligny,METRO 8,METRO,48.85017786186515, 2.3840922100556665,11ème Ardt,Paris
"48.86479406396573, 2.2941620153942783","{""coordinates"": [2.294162015394278, 48.86479406396573], ""type"": ""Point""}",359,Iéna,43395,Iéna,METRO 9,METRO,48.86479406396573, 2.2941620153942783,16ème Ardt,Paris
"48.84595066481561, 2.3550502644347535","{""coordinates"": [2.355050264434754, 48.84595066481561], ""type"": ""Point""}",384,Jussieu,43493,Jussieu,METRO 7,METRO,48.84595066481561, 2.3550502644347535,5ème Ardt,Paris
"48.89143955394805, 2.349627158227452","{""coordinates"": [2.349627158227452, 48.89143955394805], ""type"": ""Point""}",511,Marcadet-Poissonniers,44075,Marcadet Poissonniers,METRO 4,METRO,48.89143955394805, 2.349627158227452,18ème Ardt,Paris
"48.83362878011957, 2.2435786287393293","{""coordinates"": [2.243578628739329, 48.83362878011957], ""type"": ""Point""}",513,Marcel Sembat,47021,Marcel Sembat,METRO 9,METRO,48.83362878011957, 2.2435786287393293,Banlieue,Boulogne-Billancourt
"48.84524756452023, 2.261623492404885","{""coordinates"": [2.261623492404885, 48.84524756452023], ""type"": ""Point""}",544,Michel Ange-Molitor,44139,Michel-Ange - Molitor,METRO 10,METRO,48.84524756452023, 2.261623492404885,16ème Ardt,Paris
"48.83711700605412, 2.4023331645551846","{""coordinates"": [2.402333164555185, 48.83711700605412], ""type"": ""Point""}",546,Michel Bizot,44140,Michel Bizot,METRO 8,METRO,48.83711700605412, 2.4023331645551846,12ème Ardt,Paris
"48.8471310072617, 2.2727637533161587","{""coordinates"": [2.272763753316159, 48.8471310072617], ""type"": ""Point""}",547,Mirabeau,45430,Mirabeau,METRO 10,METRO,48.8471310072617, 2.2727637533161587,16ème Ardt,Paris
"48.888706018840786, 2.2880836330485033","{""coordinates"": [2.288083633048503, 48.888706018840786], ""type"": ""Point""}",478,Louise Michel,51613,Louise Michel,METRO 3,METRO,48.888706018840786, 2.2880836330485033,Banlieue,Levallois-Perret
"48.81052080334999, 2.3842896009608205","{""coordinates"": [2.384289600960821, 48.81052080334999], ""type"": ""Point""}",496,Mairie d'Ivry,44051,Mairie d'Ivry,METRO 7,METRO,48.81052080334999, 2.3842896009608205,Banlieue,Ivry-sur-Seine
"48.85744868914132, 2.2858124441464076","{""coordinates"": [2.285812444146408, 48.85744868914132], ""type"": ""Point""}",626,Passy,45417,Passy,METRO 6,METRO,48.85744868914132, 2.2858124441464076,16ème Ardt,Paris
"48.815930762121624, 2.3772672015137384","{""coordinates"": [2.377267201513738, 48.815930762121624], ""type"": ""Point""}",642,Pierre et Marie Curie,44343,Pierre et Marie Curie,METRO 7,METRO,48.815930762121624, 2.3772672015137384,Banlieue,Ivry-sur-Seine
"48.876806388278496, 2.393056091960662","{""coordinates"": [2.393056091960662, 48.876806388278496], ""type"": ""Point""}",650,Place des Fêtes,44396,Place des Fêtes,METRO 11,METRO,48.876806388278496, 2.393056091960662,19ème Ardt,Paris
"48.865019008102834, 2.368011378256502","{""coordinates"": [2.368011378256502, 48.865019008102834], ""type"": ""Point""}",603,Oberkampf,45193,Oberkampf,METRO 9,METRO,48.865019008102834, 2.368011378256502,11ème Ardt,Paris
"48.87130850207131, 2.3314939870870903","{""coordinates"": [2.33149398708709, 48.87130850207131], ""type"": ""Point""}",606,Opéra,42237,Opéra,METRO 3,METRO,48.87130850207131, 2.3314939870870903,9ème Ardt,Paris
"48.87048333199217, 2.331186346851651","{""coordinates"": [2.331186346851651, 48.87048333199217], ""type"": ""Point""}",608,Opéra,42237,Opéra,METRO 8,METRO,48.87048333199217, 2.331186346851651,9ème Ardt,Paris
"48.85377278708037, 2.411894837056435","{""coordinates"": [2.411894837056435, 48.85377278708037], ""type"": ""Point""}",693,Porte de Montreuil,44520,Porte de Montreuil,METRO 9,METRO,48.85377278708037, 2.411894837056435,20ème Ardt,Paris
"48.85523625186787, 2.360956490023828","{""coordinates"": [2.360956490023828, 48.85523625186787], ""type"": ""Point""}",777,Saint-Paul,44881,Saint-Paul (Le Marais),METRO 1,METRO,48.85523625186787, 2.360956490023828,4ème Ardt,Paris
"48.846878237916876, 2.326792785027681","{""coordinates"": [2.326792785027681, 48.846878237916876], ""type"": ""Point""}",779,Saint-Placide,44885,Saint-Placide,METRO 4,METRO,48.846878237916876, 2.326792785027681,6ème Ardt,Paris
"48.851762051560954, 2.3268225688974966","{""coordinates"": [2.326822568897497, 48.851762051560954], ""type"": ""Point""}",799,Sèvres-Babylone,44828,Sèvres Babylone,METRO 12,METRO,48.851762051560954, 2.3268225688974966,7ème Ardt,Paris
"48.845626965812635, 2.3095314914609446","{""coordinates"": [2.309531491460945, 48.845626965812635], ""type"": ""Point""}",800,Sèvres-Lecourbe,44829,Sèvres Lecourbe,METRO 6,METRO,48.845626965812635, 2.3095314914609446,15ème Ardt,Paris
"48.87711051082896, 2.4067292455430898","{""coordinates"": [2.40672924554309, 48.87711051082896], ""type"": ""Point""}",698,Porte des Lilas,44529,Porte des Lilas,METRO 3bis,METRO,48.87711051082896, 2.4067292455430898,20ème Ardt,Paris
"48.86963799595273, 2.336232756868916","{""coordinates"": [2.336232756868916, 48.86963799595273], ""type"": ""Point""}",719,Quatre Septembre,44587,Quatre Septembre,METRO 3,METRO,48.86963799595273, 2.336232756868916,2ème Ardt,Paris
"48.84845784851418, 2.3277821284985802","{""coordinates"": [2.32778212849858, 48.84845784851418], ""type"": ""Point""}",728,Rennes,44609,Rennes,METRO 12,METRO,48.84845784851418, 2.3277821284985802,6ème Ardt,Paris
"48.86799910798849, 2.3650748610827637","{""coordinates"": [2.365074861082764, 48.86799910798849], ""type"": ""Point""}",729,République,44617,République,METRO 11,METRO,48.86799910798849, 2.3650748610827637,11ème Ardt,Paris
"48.867026787539906, 2.3642479951047055","{""coordinates"": [2.364247995104706, 48.867026787539906], ""type"": ""Point""}",730,République,44617,République,METRO 3,METRO,48.867026787539906, 2.3642479951047055,3ème Ardt,Paris
"48.85572642769865, 2.422983216145875","{""coordinates"": [2.422983216145875, 48.85572642769865], ""type"": ""Point""}",741,Robespierre,44650,Robespierre,METRO 9,METRO,48.85572642769865, 2.422983216145875,Banlieue,Montreuil
"48.929935888744524, 2.3560357941727963","{""coordinates"": [2.356035794172796, 48.929935888744524], ""type"": ""Point""}",762,Saint-Denis - Porte de Paris,473458,Saint-Denis Porte de Paris,METRO 13,METRO,48.929935888744524, 2.3560357941727963,Banlieue,Saint-Denis
"48.83290081472565, 2.3371351933438995","{""coordinates"": [2.3371351933439, 48.83290081472565], ""type"": ""Point""}",768,Saint-Jacques,45315,Saint-Jacques,METRO 6,METRO,48.83290081472565, 2.3371351933438995,14ème Ardt,Paris
"48.84881637243505, 2.321257862893747","{""coordinates"": [2.321257862893747, 48.84881637243505], ""type"": ""Point""}",871,Vaneau,45116,Vaneau,METRO 10,METRO,48.84881637243505, 2.321257862893747,7ème Ardt,Paris
"48.87627270166968, 2.3580579070747376","{""coordinates"": [2.358057907074738, 48.87627270166968], ""type"": ""Point""}",315,Gare de l'Est,43138,Gare de l'Est,METRO 7,METRO,48.87627270166968, 2.3580579070747376,10ème Ardt,Paris
"48.84373548838398, 2.324353041157966","{""coordinates"": [2.324353041157966, 48.84373548838398], ""type"": ""Point""}",562,Montparnasse Bienvenüe,58578,Montparnasse Bienvenue,METRO 12,METRO,48.84373548838398, 2.324353041157966,6ème Ardt,Paris
"48.860786962592236, 2.320998191954084","{""coordinates"": [2.320998191954084, 48.860786962592236], ""type"": ""Point""}",30,Assemblée Nationale,45704,Assemblée Nationale,METRO 12,METRO,48.860786962592236, 2.320998191954084,7ème Ardt,Paris
"48.85745183080862, 2.3510084614060256","{""coordinates"": [2.351008461406026, 48.85745183080862], ""type"": ""Point""}",353,Hôtel de Ville,470524,Hôtel de Ville,METRO 11,METRO,48.85745183080862, 2.3510084614060256,4ème Ardt,Paris
"48.87126214352652, 2.2932406499473132","{""coordinates"": [2.293240649947313, 48.87126214352652], ""type"": ""Point""}",389,Kléber,43498,Kléber,METRO 6,METRO,48.87126214352652, 2.2932406499473132,16ème Ardt,Paris
"48.88094656262635, 2.364993472400181","{""coordinates"": [2.364993472400181, 48.88094656262635], ""type"": ""Point""}",476,Louis Blanc,43823,Louis Blanc,METRO 7,METRO,48.88094656262635, 2.364993472400181,10ème Ardt,Paris
"48.84733558368036, 2.408089407236094","{""coordinates"": [2.408089407236094, 48.84733558368036], ""type"": ""Point""}",702,Porte de Vincennes,44528,Porte de Vincennes,METRO 1,METRO,48.84733558368036, 2.408089407236094,20ème Ardt,Paris
"48.869798555526245, 2.285335094686168","{""coordinates"": [2.285335094686168, 48.869798555526245], ""type"": ""Point""}",892,Victor Hugo,45020,Victor Hugo,METRO 2,METRO,48.869798555526245, 2.285335094686168,16ème Ardt,Paris
"48.89738989064754, 2.385508387668672","{""coordinates"": [2.385508387668672, 48.89738989064754], ""type"": ""Point""}",692,Porte de la Villette,473461,Porte de La Villette,METRO 7,METRO,48.89738989064754, 2.385508387668672,19ème Ardt,Paris
"48.82999019896456, 2.3757479832156028","{""coordinates"": [2.375747983215603, 48.82999019896456], ""type"": ""Point""}",72,Bibliothèque François Mitterrand,473111,Bibliothèque François Mitterrand,METRO 14,METRO,48.82999019896456, 2.3757479832156028,13ème Ardt,Paris
"48.84038874716129, 2.3799112714543975","{""coordinates"": [2.379911271454398, 48.84038874716129], ""type"": ""Point""}",67,Bercy,58728,Bercy,METRO 6,METRO,48.84038874716129, 2.3799112714543975,12ème Ardt,Paris
"48.84236008153237, 2.3655817027477433","{""coordinates"": [2.365581702747743, 48.84236008153237], ""type"": ""Point""}",312,Gare d'Austerlitz,462352,Gare d'Austerlitz,METRO 5,METRO,48.84236008153237, 2.3655817027477433,13ème Ardt,Paris
"48.87755125086984, 2.2831622422302287","{""coordinates"": [2.283162242230229, 48.87755125086984], ""type"": ""Point""}",1,Porte Maillot,44533,Porte Maillot,METRO 1,METRO,48.87755125086984, 2.2831622422302287,16ème Ardt,Paris
"48.803355236116154, 2.445574101030144","{""coordinates"": [2.445574101030144, 48.803355236116154], ""type"": ""Point""}",499,Maisons-Alfort-Les Juilliottes,44067,Maisons-Alfort Les Juilliottes,METRO 8,METRO,48.803355236116154, 2.445574101030144,Banlieue,Maisons-Alfort
"48.89395181080176, 2.480205915260598","{""coordinates"": [2.480205915260598, 48.89395181080176], ""type"": ""Point""}",89,Bondy,43096,Bondy,RER E,RER,48.89395181080176, 2.480205915260598,Banlieue,Bondy
"48.44267432504784, 2.7607175073524735","{""coordinates"": [2.760717507352473, 48.44267432504784], ""type"": ""Point""}",347,Héricy,47145,Héricy,TRAIN R,TRAIN,48.44267432504784, 2.7607175073524735,Banlieue,Héricy
"48.13757876857079, 3.2903157842137007","{""coordinates"": [3.290315784213701, 48.13757876857079], ""type"": ""Point""}",1041,Étigny-Veron,411455,Étigny - Véron,GL,TRAIN,48.13757876857079, 3.2903157842137007,Banlieue,
"48.08536830952014, 3.286653302654483","{""coordinates"": [3.286653302654483, 48.08536830952014], ""type"": ""Point""}",1042,Villeneuve-sur-Yonne,411476,Villeneuve-sur-Yonne,GL,TRAIN,48.08536830952014, 3.286653302654483,Banlieue,
"49.282587235456255, 1.8182711456225622","{""coordinates"": [1.818271145622562, 49.282587235456255], ""type"": ""Point""}",1059,Trie-Château,411338,Trie-Château,TRAIN J,TRAIN,49.282587235456255, 1.8182711456225622,Banlieue,
"49.220670830789324, 1.9054853050824918","{""coordinates"": [1.905485305082492, 49.220670830789324], ""type"": ""Point""}",1061,Liancourt-Saint-Pierre,411342,Liancourt-Saint-Pierre,TRAIN J,TRAIN,49.220670830789324, 1.9054853050824918,Banlieue,
"49.20229110432138, 1.9206110857457552","{""coordinates"": [1.920611085745755, 49.20229110432138], ""type"": ""Point""}",1062,Lavilletertre,411348,Lavilletertre,TRAIN J,TRAIN,49.20229110432138, 1.9206110857457552,Banlieue,
"49.17961925674245, 3.1206923972407505","{""coordinates"": [3.120692397240751, 49.17961925674245], ""type"": ""Point""}",1067,La Ferté-Milon,411372,La Ferté-Milon,TRAIN P,TRAIN,49.17961925674245, 3.1206923972407505,Banlieue,
