Geo Point,Geo Shape,gares_id,nom_long,id_ref_ZdA,nom_ZdA,res_com,mode_,Latitude,Longitude,arrondissement,commune
"48.7510232741848, 2.215860857351649","{""coordinates"": [2.215860857351649, 48.7510232741848], ""type"": ""Point""}",73,Bièvres,43091,Bièvres,RER C,RER,48.7510232741848, 2.215860857351649,Banlieue,Bièvres
"48.955402243597064, 2.093521901580611","{""coordinates"": [2.093521901580611, 48.955402243597064], ""type"": ""Point""}",4,Achères-Grand-Cormier,47915,Achères Grand Cormier,RER A,RER,48.955402243597064, 2.093521901580611,Banlieue,Saint-Germain-en-Laye
"48.97066504738864, 2.0777317645655975","{""coordinates"": [2.077731764565597, 48.97066504738864], ""type"": ""Point""}",6,Achères-Ville,46647,Achères Ville,RER A,RER,48.97066504738864, 2.0777317645655975,Banlieue,Achères
"48.712628986541134, 2.403633104908492","{""coordinates"": [2.403633104908492, 48.712628986541134], ""type"": ""Point""}",31,Athis-Mons,46395,Athis-Mons,RER C,RER,48.712628986541134, 2.403633104908492,Banlieue,Athis-Mons
"48.87215749394265, 2.329927170608275","{""coordinates"": [2.329927170608275, 48.87215749394265], ""type"": ""Point""}",32,Auber,45873,Auber,RER A,RER,48.87215749394265, 2.329927170608275,9ème Ardt,Paris
"49.09840026154347, 2.361270555241056","{""coordinates"": [2.361270555241056, 49.09840026154347], ""type"": ""Point""}",63,Belloy-Saint-Martin,47524,Belloy - Saint-Martin,TRAIN H,TRAIN,49.09840026154347, 2.361270555241056,Banlieue,Belloy-en-France
"49.03531130758752, 2.2102465210570594","{""coordinates"": [2.210246521057059, 49.03531130758752], ""type"": ""Point""}",68,Bessancourt,43090,Bessancourt,TRAIN H,TRAIN,49.03531130758752, 2.2102465210570594,Banlieue,Bessancourt
"48.85999872950428, 1.8755955903020667","{""coordinates"": [1.875595590302067, 48.85999872950428], ""type"": ""Point""}",69,Beynes,46857,Beynes,TRAIN N,TRAIN,48.85999872950428, 1.8755955903020667,Banlieue,Beynes
"48.701217719380196, 2.097975858420524","{""coordinates"": [2.097975858420524, 48.701217719380196], ""type"": ""Point""}",219,Courcelle-sur-Yvette,47052,Courcelle sur Yvette,RER B,RER,48.701217719380196, 2.097975858420524,Banlieue,Gif-sur-Yvette
"49.05510175955669, 2.1227359082735706","{""coordinates"": [2.122735908273571, 49.05510175955669], ""type"": ""Point""}",260,Épluches,47596,Gare Épluches,TRAIN H,TRAIN,49.05510175955669, 2.1227359082735706,Banlieue,Saint-Ouen-l'Aumône
"49.03646397979169, 2.079534939997373","{""coordinates"": [2.079534939997373, 49.03646397979169], ""type"": ""Point""}",129,Cergy-Préfecture,44559,Cergy Préfecture,RER A,RER,49.03646397979169, 2.079534939997373,Banlieue,Cergy
"49.04964700432274, 2.0342944618526615","{""coordinates"": [2.034294461852661, 49.04964700432274], ""type"": ""Point""}",131,Cergy-Saint-Christophe,47897,Cergy Saint-Christophe,RER A,RER,49.04964700432274, 2.0342944618526615,Banlieue,Cergy
"48.56494949473517, 2.594551816007612","{""coordinates"": [2.594551816007612, 48.56494949473517], ""type"": ""Point""}",135,Cesson,42516,Cesson,RER D,RER,48.56494949473517, 2.594551816007612,Banlieue,Cesson
"48.885211217274076, 2.1559034718965218","{""coordinates"": [2.155903471896522, 48.885211217274076], ""type"": ""Point""}",172,Châtou-Croissy,53783,Châtou - Croissy,RER A,RER,48.885211217274076, 2.1559034718965218,Banlieue,Chatou
"48.87414408208016, 2.583331158055107","{""coordinates"": [2.583331158055107, 48.87414408208016], ""type"": ""Point""}",178,Chelles-Gournay,58879,Chelles - Gournay,RER E,RER,48.87414408208016, 2.583331158055107,Banlieue,Chelles
"48.97674784735997, 2.3905936526418374","{""coordinates"": [2.390593652641837, 48.97674784735997], ""type"": ""Point""}",322,Garges-Sarcelles,43251,Garges - Sarcelles,RER D,RER,48.97674784735997, 2.3905936526418374,Banlieue,Garges-lès-Gonesse
"48.98431596113202, 2.3534072458696835","{""coordinates"": [2.353407245869684, 48.98431596113202], ""type"": ""Point""}",338,Groslay,43133,Groslay,TRAIN H,TRAIN,48.98431596113202, 2.3534072458696835,Banlieue,Groslay
"48.99371347945197, 2.234276393996537","{""coordinates"": [2.234276393996537, 48.99371347945197], ""type"": ""Point""}",292,Franconville-Le Plessis-Bouchard,43126,Franconville - Le Plessis-Bouchard,RER C,RER,48.99371347945197, 2.234276393996537,Banlieue,Franconville
"49.045430253303934, 2.1970876783182622","{""coordinates"": [2.197087678318262, 49.045430253303934], ""type"": ""Point""}",296,Frépillon,47580,Gare Frépillon,TRAIN H,TRAIN,49.045430253303934, 2.1970876783182622,Banlieue,Frépillon
"48.871503102724695, 2.096548252755342","{""coordinates"": [2.096548252755342, 48.871503102724695], ""type"": ""Point""}",517,Marly-le-Roi,43248,Marly-le-Roi,TRAIN L,TRAIN,48.871503102724695, 2.096548252755342,Banlieue,Marly-le-Roi
"48.99609884164107, 2.259655619057618","{""coordinates"": [2.259655619057618, 48.99609884164107], ""type"": ""Point""}",339,Gros-Noyer-Saint-Prix,46482,Gros Noyer Saint-Prix,TRAIN H,TRAIN,48.99609884164107, 2.259655619057618,Banlieue,Ermont
"48.810775320845664, 2.953730383101934","{""coordinates"": [2.953730383101934, 48.810775320845664], ""type"": ""Point""}",340,Guérard-la-Celle-sur-Morin,47205,Guérard - La Celle-sur-Morin,TRAIN P,TRAIN,48.810775320845664, 2.953730383101934,Banlieue,Guérard
"48.63426831143351, 2.4525733922724493","{""coordinates"": [2.452573392272449, 48.63426831143351], ""type"": ""Point""}",276,Évry,45745,Évry,RER D,RER,48.63426831143351, 2.4525733922724493,Banlieue,Évry-Courcouronnes
"48.808653963998374, 2.993109893419177","{""coordinates"": [2.993109893419177, 48.808653963998374], ""type"": ""Point""}",281,Faremoutiers-Pommeuse,47199,Faremoutiers - Pommeuse,TRAIN P,TRAIN,48.808653963998374, 2.993109893419177,Banlieue,Pommeuse
"48.92037937299015, 2.1853533763028636","{""coordinates"": [2.185353376302864, 48.92037937299015], ""type"": ""Point""}",357,Houilles-Carrières-sur-Seine,43082,Carrières-sur-Seine,RER A,RER,48.92037937299015, 2.1853533763028636,Banlieue,Houilles
"48.9792922476105, 1.7839734077298484","{""coordinates"": [1.783973407729848, 48.9792922476105], ""type"": ""Point""}",365,Issou-Porcheville,46975,Gare d'Issou,TRAIN J,TRAIN,48.9792922476105, 1.7839734077298484,Banlieue,Issou
"48.81398905107478, 2.391686971662538","{""coordinates"": [2.391686971662538, 48.81398905107478], ""type"": ""Point""}",369,Ivry-sur-Seine,46366,Ivry-sur-Seine,RER C,RER,48.81398905107478, 2.391686971662538,Banlieue,Ivry-sur-Seine
"48.29359176777949, 2.4011338944295835","{""coordinates"": [2.401133894429583, 48.29359176777949], ""type"": ""Point""}",955,Malesherbes,411485,Malesherbes,RER D,RER,48.29359176777949, 2.4011338944295835,Banlieue,
"48.89298157563894, 1.871845413636553","{""coordinates"": [1.871845413636553, 48.89298157563894], ""type"": ""Point""}",515,Mareil-sur-Mauldre,46884,Mareil-sur-Mauldre,TRAIN N,TRAIN,48.89298157563894, 1.871845413636553,Banlieue,Mareil-sur-Mauldre
"49.058047810832775, 2.1912447591919104","{""coordinates"": [2.19124475919191, 49.058047810832775], ""type"": ""Point""}",537,Méry-sur-Oise,47582,Méry-sur-Oise,TRAIN H,TRAIN,49.058047810832775, 2.1912447591919104,Banlieue,Méry-sur-Oise
"48.97585875308649, 2.6424063023101887","{""coordinates"": [2.642406302310189, 48.97585875308649], ""type"": ""Point""}",551,Mitry-Claye,43164,Mitry - Claye,RER B,RER,48.97585875308649, 2.6424063023101887,Banlieue,Mitry-Mory
"48.37864192734427, 2.896381899038523","{""coordinates"": [2.896381899038523, 48.37864192734427], ""type"": ""Point""}",400,La Grande Paroisse,43144,La Grande-Paroisse,TRAIN R,TRAIN,48.37864192734427, 2.896381899038523,Banlieue,La Grande-Paroisse
"48.52040359013404, 2.2547397024275164","{""coordinates"": [2.254739702427516, 48.52040359013404], ""type"": ""Point""}",424,Lardy,43149,Lardy,RER C,RER,48.52040359013404, 2.2547397024275164,Banlieue,Lardy
"48.930739569383356, 2.4257914255599533","{""coordinates"": [2.425791425559953, 48.930739569383356], ""type"": ""Point""}",427,Le Bourget,43231,Le Bourget,RER B,RER,48.930739569383356, 2.4257914255599533,Banlieue,Le Bourget
"48.99259195381762, 1.9135305080946596","{""coordinates"": [1.91353050809466, 48.99259195381762], ""type"": ""Point""}",451,Les Mureaux,47881,Les Mureaux,TRAIN J,TRAIN,48.99259195381762, 1.9135305080946596,Banlieue,Les Mureaux
"48.82315185489966, 2.5798372539116783","{""coordinates"": [2.579837253911678, 48.82315185489966], ""type"": ""Point""}",968,Les Yvris-Noisy-le-Grand,58288,Les Yvris Noisy-le-Grand,RER E,RER,48.82315185489966, 2.5798372539116783,Banlieue,Noisy-le-Grand
"48.868064422312685, 2.0767191026772904","{""coordinates"": [2.07671910267729, 48.868064422312685], ""type"": ""Point""}",464,L'Étang-la-Ville,47937,L'Étang-la-Ville,TRAIN L,TRAIN,48.868064422312685, 2.0767191026772904,Banlieue,L'Étang-la-Ville
"48.51026517433205, 2.6789739826914003","{""coordinates"": [2.6789739826914, 48.51026517433205], ""type"": ""Point""}",471,Livry-sur-Seine,45804,Livry-sur-Seine,TRAIN R,TRAIN,48.51026517433205, 2.6789739826914003,Banlieue,Livry-sur-Seine
"48.705968983887125, 2.2122623780174924","{""coordinates"": [2.212262378017492, 48.705968983887125], ""type"": ""Point""}",483,Lozère,474069,Lozère,RER B,RER,48.705968983887125, 2.2122623780174924,Banlieue,Palaiseau
"49.11713213053676, 2.420107032801723","{""coordinates"": [2.420107032801723, 49.11713213053676], ""type"": ""Point""}",485,Luzarches,47528,Luzarches,TRAIN H,TRAIN,49.11713213053676, 2.420107032801723,Banlieue,Luzarches
"48.80204937938918, 2.426482408484047","{""coordinates"": [2.426482408484047, 48.80204937938918], ""type"": ""Point""}",498,Maisons-Alfort-Alfortville,43154,Maisons-Alfort - Alfortville,RER D,RER,48.80204937938918, 2.426482408484047,Banlieue,Alfortville
"48.716946286650035, 2.2456725145819054","{""coordinates"": [2.245672514581905, 48.716946286650035], ""type"": ""Point""}",616,Palaiseau,47009,Palaiseau,RER B,RER,48.716946286650035, 2.2456725145819054,Banlieue,Palaiseau
"48.83428889796156, 2.4716812425710324","{""coordinates"": [2.471681242571032, 48.83428889796156], ""type"": ""Point""}",594,Nogent-sur-Marne,47886,Nogent-sur-Marne,RER A,RER,48.83428889796156, 2.4716812425710324,Banlieue,Nogent-sur-Marne
"48.84288483988904, 2.5800859119743556","{""coordinates"": [2.580085911974356, 48.84288483988904], ""type"": ""Point""}",597,Noisy-Champs,58937,Noisy - Champs,RER A,RER,48.84288483988904, 2.5800859119743556,Banlieue,Noisy-le-Grand
"49.019136738908486, 2.1546634856409232","{""coordinates"": [2.154663485640923, 49.019136738908486], ""type"": ""Point""}",644,Pierrelaye,43180,Pierrelaye,TRAIN H,TRAIN,49.019136738908486, 2.1546634856409232,Banlieue,Pierrelaye
"48.33648177967657, 2.7380016185325875","{""coordinates"": [2.738001618532587, 48.33648177967657], ""type"": ""Point""}",560,Montigny-sur-Loing,47125,Montigny-sur-Loing,TRAIN R,TRAIN,48.33648177967657, 2.7380016185325875,Banlieue,Montigny-sur-Loing
"48.37859776699086, 2.7993074292837785","{""coordinates"": [2.799307429283779, 48.37859776699086], ""type"": ""Point""}",880,Moret-Veneux-les-Sablons,47130,Moret - Veneux-les-Sablons,TRAIN R,TRAIN,48.37859776699086, 2.7993074292837785,Banlieue,Moret-Loing-et-Orvanne
"48.741878704743876, 2.4029086073679395","{""coordinates"": [2.40290860736794, 48.741878704743876], ""type"": ""Point""}",611,Orly Ville,46299,Orly Ville,RER C,RER,48.741878704743876, 2.4029086073679395,Banlieue,Orly
"48.830959527712174, 1.960026560248268","{""coordinates"": [1.960026560248268, 48.830959527712174], ""type"": ""Point""}",658,Plaisir-les-Clayes,43181,Plaisir - Les Clayes,TRAIN N,TRAIN,48.830959527712174, 1.960026560248268,Banlieue,Plaisir
"48.86266245075987, 2.300989969386769","{""coordinates"": [2.300989969386769, 48.86266245075987], ""type"": ""Point""}",664,Pont de l'Alma,415091,Pont de l'Alma,RER C,RER,48.86266245075987, 2.300989969386769,7ème Ardt,Paris
"48.78739023735681, 2.044621988534177","{""coordinates"": [2.044621988534177, 48.78739023735681], ""type"": ""Point""}",926,Saint-Quentin-en-Yvelines,461504,Saint-Quentin en Yvelines - Montigny-le-Bretonneux,TRAIN U,TRAIN,48.78739023735681, 2.044621988534177,Banlieue,Montigny-le-Bretonneux
"48.702751041142115, 2.071242846320577","{""coordinates"": [2.071242846320577, 48.702751041142115], ""type"": ""Point""}",839,Saint-Rémy-lès-Chevreuse,47889,Saint-Rémy-lès-Chevreuse,RER B,RER,48.702751041142115, 2.071242846320577,Banlieue,Saint-Rémy-lès-Chevreuse
"48.595563837056154, 2.5839477110612497","{""coordinates"": [2.58394771106125, 48.595563837056154], ""type"": ""Point""}",787,Savigny-le-Temple-Nandy,47665,Savigny-le-Temple - Nandy,RER D,RER,48.595563837056154, 2.5839477110612497,Banlieue,Savigny-le-Temple
"48.91756717565042, 2.3503895378897672","{""coordinates"": [2.350389537889767, 48.91756717565042], ""type"": ""Point""}",806,Stade de France-Saint-Denis,43204,Stade de France Saint-Denis,RER D,RER,48.91756717565042, 2.3503895378897672,Banlieue,Saint-Denis
"48.871714190222136, 2.2210295504311297","{""coordinates"": [2.22102955043113, 48.871714190222136], ""type"": ""Point""}",843,Suresnes-Mont-Valérien,43205,Suresnes Mont Valérien,TRAIN L,TRAIN,48.871714190222136, 2.2210295504311297,Banlieue,Suresnes
"49.11406195060892, 2.287915343526004","{""coordinates"": [2.287915343526004, 49.11406195060892], ""type"": ""Point""}",710,Presles-Courcelles,47946,Presles - Courcelles,TRAIN H,TRAIN,49.11406195060892, 2.287915343526004,Banlieue,Presles
"48.5554261036265, 3.30179647607817","{""coordinates"": [3.30179647607817, 48.5554261036265], ""type"": ""Point""}",711,Provins,47181,Provins,TRAIN P,TRAIN,48.5554261036265, 3.30179647607817,Banlieue,Provins
"48.658975422894706, 2.415206841330065","{""coordinates"": [2.415206841330065, 48.658975422894706], ""type"": ""Point""}",740,Ris-Orangis,47948,Ris-Orangis,RER D,RER,48.658975422894706, 2.415206841330065,Banlieue,Ris-Orangis
"48.795654820477296, 2.65038766844115","{""coordinates"": [2.65038766844115, 48.795654820477296], ""type"": ""Point""}",964,Roissy-en-Brie,46568,Roissy-en-Brie,RER E,RER,48.795654820477296, 2.65038766844115,Banlieue,Roissy-en-Brie
"48.74019544726775, 2.35163319817191","{""coordinates"": [2.35163319817191, 48.74019544726775], ""type"": ""Point""}",756,Rungis-La Fraternelle,44787,Rungis la Fraternelle,RER C,RER,48.74019544726775, 2.35163319817191,Banlieue,Rungis
"48.84610294770648, 2.2176210808904337","{""coordinates"": [2.217621080890434, 48.84610294770648], ""type"": ""Point""}",929,Saint-Cloud,43196,Saint-Cloud,TRAIN U,TRAIN,48.84610294770648, 2.2176210808904337,Banlieue,Saint-Cloud
"48.96358968393914, 2.2859307182089417","{""coordinates"": [2.285930718208942, 48.96358968393914], ""type"": ""Point""}",821,Saint-Gratien,43201,Saint-Gratien,RER C,RER,48.96358968393914, 2.2859307182089417,Banlieue,Saint-Gratien
"48.82326663318944, 2.5426797940158528","{""coordinates"": [2.542679794015853, 48.82326663318944], ""type"": ""Point""}",912,Villiers-sur-Marne - Le Plessis-Trévise,43223,Villiers-sur-Marne - Le Plessis-Trévise,RER E,RER,48.82326663318944, 2.5426797940158528,Banlieue,Villiers-sur-Marne
"48.8007184629288, 2.1713898127563778","{""coordinates"": [2.171389812756378, 48.8007184629288], ""type"": ""Point""}",915,Viroflay Rive Gauche,462388,Viroflay Rive Gauche,TRAIN N,TRAIN,48.8007184629288, 2.1713898127563778,Banlieue,Viroflay
"49.02177395531071, 2.229376488386947","{""coordinates"": [2.229376488386947, 49.02177395531071], ""type"": ""Point""}",875,Vaucelles,47963,Vaucelles,TRAIN H,TRAIN,49.02177395531071, 2.229376488386947,Banlieue,Taverny
"48.64437362398141, 2.825169932970372","{""coordinates"": [2.825169932970372, 48.64437362398141], ""type"": ""Point""}",881,Verneuil-l'Etang,47187,Verneuil-l'Étang,TRAIN P,TRAIN,48.64437362398141, 2.825169932970372,Banlieue,Verneuil-l'Étang
"49.00811401680905, 2.680252455973216","{""coordinates"": [2.680252455973216, 49.00811401680905], ""type"": ""Point""}",852,Thieux-Nantouillet,47960,Thieux - Nantouillet,TRAIN K,TRAIN,49.00811401680905, 2.680252455973216,Banlieue,Thieux
"48.73948720636679, 2.7588245486748937","{""coordinates"": [2.758824548674894, 48.73948720636679], ""type"": ""Point""}",857,Tournan,43208,Tournan,TRAIN P,TRAIN,48.73948720636679, 2.7588245486748937,Banlieue,Tournan-en-Brie
"48.77480280884466, 2.0065668690576657","{""coordinates"": [2.006566869057666, 48.77480280884466], ""type"": ""Point""}",858,Trappes,43209,Trappes,TRAIN N,TRAIN,48.77480280884466, 2.0065668690576657,Banlieue,Trappes
"48.875208264520296, 2.6375907171679738","{""coordinates"": [2.637590717167974, 48.875208264520296], ""type"": ""Point""}",866,Vaires-Torcy,43211,Vaires - Torcy,TRAIN P,TRAIN,48.875208264520296, 2.6375907171679738,Banlieue,Vaires-sur-Marne
"49.11662788157165, 2.3682535476101876","{""coordinates"": [2.368253547610188, 49.11662788157165], ""type"": ""Point""}",890,Viarmes,47525,Viarmes,TRAIN H,TRAIN,49.11662788157165, 2.3682535476101876,Banlieue,Viarmes
"49.079272054054606, 2.3505136376252613","{""coordinates"": [2.350513637625261, 49.079272054054606], ""type"": ""Point""}",895,Villaines,47522,Villaines,TRAIN H,TRAIN,49.079272054054606, 2.3505136376252613,Banlieue,Villaines-sous-Bois
"48.006601456774845, 2.7431922431979743","{""coordinates"": [2.743192243197974, 48.006601456774845], ""type"": ""Point""}",1051,Montargis,411482,Montargis,TRAIN R,TRAIN,48.006601456774845, 2.7431922431979743,Banlieue,
"49.096120808888976, 2.7446862074424234","{""coordinates"": [2.744686207442423, 49.096120808888976], ""type"": ""Point""}",1066,Le Plessis-Belleville,411405,Le Plessis-Belleville,TRAIN K,TRAIN,49.096120808888976, 2.7446862074424234,Banlieue,
"48.839081279307386, 2.3830280811464517","{""coordinates"": [2.383028081146452, 48.839081279307386], ""type"": ""Point""}",1019,Paris-Bercy,479035,Paris-Bercy Bourgogne - Pays d'Auvergne,GL,TRAIN,48.839081279307386, 2.3830280811464517,12ème Ardt,Paris
"48.72509804026411, 2.259946049525821","{""coordinates"": [2.259946049525821, 48.72509804026411], ""type"": ""Point""}",520,Massy-Palaiseau,58774,Massy - Palaiseau,RER B,RER,48.72509804026411, 2.259946049525821,Banlieue,Massy
"48.85290746187024, 2.5143124384334397","{""coordinates"": [2.51431243843344, 48.85290746187024], ""type"": ""Point""}",589,Neuilly-Plaisance,43172,Neuilly-Plaisance,RER A,RER,48.85290746187024, 2.5143124384334397,Banlieue,Neuilly-Plaisance
"48.946893910210804, 2.5247790470568603","{""coordinates"": [2.52477904705686, 48.946893910210804], ""type"": ""Point""}",795,Sevran-Beaudottes,43193,Sevran Beaudottes,RER B,RER,48.946893910210804, 2.5247790470568603,Banlieue,Sevran
"48.86736622488657, 2.051282049428052","{""coordinates"": [2.051282049428052, 48.86736622488657], ""type"": ""Point""}",831,Saint-Nom-la-Bretèche - Forêt de Marly,47954,Saint-Nom-la-Bretèche Forêt de Marly,TRAIN L,TRAIN,48.86736622488657, 2.051282049428052,Banlieue,L'Étang-la-Ville
"48.93948680986661, 1.9996036096602352","{""coordinates"": [1.999603609660235, 48.93948680986661], ""type"": ""Point""}",903,Villennes-sur-Seine,47966,Villennes-sur-Seine,TRAIN J,TRAIN,48.93948680986661, 1.9996036096602352,Banlieue,Villennes-sur-Seine
"49.03876204381963, 1.581532102335018","{""coordinates"": [1.581532102335018, 49.03876204381963], ""type"": ""Point""}",92,Bonnières,46984,Bonnières,TRAIN J,TRAIN,49.03876204381963, 1.581532102335018,Banlieue,Bonnières-sur-Seine
"48.86983048806187, 2.2748081536422338","{""coordinates"": [2.274808153642234, 48.86983048806187], ""type"": ""Point""}",41,Avenue Foch,45437,Avenue Foch,RER C,RER,48.86983048806187, 2.2748081536422338,16ème Ardt,Paris
"48.689567256029264, 2.383833358799738","{""coordinates"": [2.383833358799738, 48.689567256029264], ""type"": ""Point""}",387,Juvisy,45739,Juvisy,RER D,RER,48.689567256029264, 2.383833358799738,Banlieue,Juvisy-sur-Orge
"48.734888146410114, 2.2740024044842473","{""coordinates"": [2.274002404484247, 48.734888146410114], ""type"": ""Point""}",524,Massy-Verrières,47940,Massy - Verrières,RER C,RER,48.734888146410114, 2.2740024044842473,Banlieue,Massy
"48.95693142564194, 2.873364799935517","{""coordinates"": [2.873364799935517, 48.95693142564194], ""type"": ""Point""}",529,Meaux,43161,Meaux,TRAIN P,TRAIN,48.95693142564194, 2.873364799935517,Banlieue,Meaux
"48.89218707551516, 2.2370180563950135","{""coordinates"": [2.237018056395013, 48.89218707551516], ""type"": ""Point""}",933,La Défense,470549,La Défense,TRAIN U,TRAIN,48.89218707551516, 2.2370180563950135,Banlieue,Puteaux
"48.89218707551516, 2.2370180563950135","{""coordinates"": [2.237018056395013, 48.89218707551516], ""type"": ""Point""}",394,La Défense,470549,La Défense,TRAIN L,TRAIN,48.89218707551516, 2.2370180563950135,Banlieue,Puteaux
"48.89085679537969, 2.8264054973040675","{""coordinates"": [2.826405497304068, 48.89085679537969], ""type"": ""Point""}",567,Montry-Condé,47325,Montry - Condé,TRAIN P,TRAIN,48.89085679537969, 2.8264054973040675,Banlieue,Montry
"48.275078231754726, 1.6221196174276982","{""coordinates"": [1.622119617427698, 48.275078231754726], ""type"": ""Point""}",1034,Voves,411449,Voves,GL,TRAIN,48.275078231754726, 1.6221196174276982,Banlieue,
"48.095892435455106, 2.7721048119391076","{""coordinates"": [2.772104811939108, 48.095892435455106], ""type"": ""Point""}",1050,Ferrières Fontenay,411488,Ferrières - Fontenay,TRAIN R,TRAIN,48.095892435455106, 2.7721048119391076,Banlieue,
"48.880195486201494, 2.357633204680053","{""coordinates"": [2.357633204680053, 48.880195486201494], ""type"": ""Point""}",319,Gare du Nord,58572,Magenta,METRO 5,METRO,48.880195486201494, 2.357633204680053,10ème Ardt,Paris
"48.88489625421614, 2.297724346480177","{""coordinates"": [2.297724346480177, 48.88489625421614], ""type"": ""Point""}",631,Pereire-Levallois,44314,Péreire Levallois,METRO 3,METRO,48.88489625421614, 2.297724346480177,17ème Ardt,Paris
"48.87571908888893, 2.324224580938852","{""coordinates"": [2.324224580938852, 48.87571908888893], ""type"": ""Point""}",1000,Saint-Lazare,58566,Gare Saint-Lazare,METRO 14,METRO,48.87571908888893, 2.324224580938852,8ème Ardt,Paris
"48.84737487779481, 2.3954619948327394","{""coordinates"": [2.395461994832739, 48.84737487779481], ""type"": ""Point""}",585,Nation,473875,Nation,METRO 6,METRO,48.84737487779481, 2.3954619948327394,12ème Ardt,Paris
"48.842005346355, 2.2388873271530727","{""coordinates"": [2.238887327153073, 48.842005346355], ""type"": ""Point""}",99,Boulogne - Jean Jaurès,42380,Boulogne Jean Jaurès,METRO 10,METRO,48.842005346355, 2.2388873271530727,Banlieue,Boulogne-Billancourt
"48.8407450151916, 2.228536981491631","{""coordinates"": [2.228536981491631, 48.8407450151916], ""type"": ""Point""}",100,Boulogne - Pont de Saint-Cloud,42381,Boulogne Pont de Saint-Cloud - Albert Kahn,METRO 10,METRO,48.8407450151916, 2.228536981491631,Banlieue,Boulogne-Billancourt
"48.86698310851503, 2.2900588335804866","{""coordinates"": [2.290058833580487, 48.86698310851503], ""type"": ""Point""}",84,Boissière,42359,Boissière,METRO 6,METRO,48.86698310851503, 2.2900588335804866,16ème Ardt,Paris
"48.864766844037305, 2.300991003495584","{""coordinates"": [2.300991003495584, 48.864766844037305], ""type"": ""Point""}",14,Alma-Marceau,42182,Alma - Marceau,METRO 9,METRO,48.864766844037305, 2.300991003495584,8ème Ardt,Paris
"48.892082785032315, 2.2850095013824134","{""coordinates"": [2.285009501382413, 48.892082785032315], ""type"": ""Point""}",16,Anatole France,42195,Anatole France,METRO 3,METRO,48.892082785032315, 2.2850095013824134,Banlieue,Levallois-Perret
"48.875336841182126, 2.2901275088247","{""coordinates"": [2.2901275088247, 48.875336841182126], ""type"": ""Point""}",25,Argentine,42213,Argentine,METRO 1,METRO,48.875336841182126, 2.2901275088247,16ème Ardt,Paris
"48.81074648584623, 2.301678555482428","{""coordinates"": [2.301678555482428, 48.81074648584623], ""type"": ""Point""}",171,Châtillon-Montrouge,42588,Châtillon-Montrouge,METRO 13,METRO,48.81074648584623, 2.301678555482428,Banlieue,Châtillon
"48.844794762777255, 2.293951963648717","{""coordinates"": [2.293951963648717, 48.844794762777255], ""type"": ""Point""}",197,Commerce,42734,Commerce,METRO 8,METRO,48.844794762777255, 2.293951963648717,15ème Ardt,Paris
"48.86628580364943, 2.322943412243541","{""coordinates"": [2.322943412243541, 48.86628580364943], ""type"": ""Point""}",199,Concorde,45676,Concorde,METRO 1,METRO,48.86628580364943, 2.322943412243541,8ème Ardt,Paris
"48.86616711401473, 2.323175680856618","{""coordinates"": [2.323175680856618, 48.86616711401473], ""type"": ""Point""}",200,Concorde,45676,Concorde,METRO 12,METRO,48.86616711401473, 2.323175680856618,8ème Ardt,Paris
"48.87202380946529, 2.300560451236721","{""coordinates"": [2.300560451236721, 48.87202380946529], ""type"": ""Point""}",329,George V,43283,George V,METRO 1,METRO,48.87202380946529, 2.300560451236721,8ème Ardt,Paris
"48.91638230898788, 2.2946851117025537","{""coordinates"": [2.294685111702554, 48.91638230898788], ""type"": ""Point""}",297,Gabriel Péri,43042,Gabriel Péri,METRO 13,METRO,48.91638230898788, 2.2946851117025537,Banlieue,Asnières-sur-Seine
"48.857477981594855, 2.3515775629949958","{""coordinates"": [2.351577562994996, 48.857477981594855], ""type"": ""Point""}",352,Hôtel de Ville,470524,Hôtel de Ville,METRO 1,METRO,48.857477981594855, 2.3515775629949958,4ème Ardt,Paris
"48.863972477882776, 2.3496175641598396","{""coordinates"": [2.34961756415984, 48.863972477882776], ""type"": ""Point""}",273,Étienne Marcel,44970,Étienne Marcel,METRO 4,METRO,48.863972477882776, 2.3496175641598396,2ème Ardt,Paris
"48.870396388290395, 2.3614002104327767","{""coordinates"": [2.361400210432777, 48.870396388290395], ""type"": ""Point""}",370,Jacques Bonsergent,43417,Jacques Bonsergent,METRO 5,METRO,48.870396388290395, 2.3614002104327767,10ème Ardt,Paris
"48.882465244637686, 2.3701579617396105","{""coordinates"": [2.37015796173961, 48.882465244637686], ""type"": ""Point""}",375,Jaurès,43425,Jaurès,METRO 7bis,METRO,48.882465244637686, 2.3701579617396105,10ème Ardt,Paris
"48.815307530265535, 2.297077796972984","{""coordinates"": [2.297077796972984, 48.815307530265535], ""type"": ""Point""}",505,Malakoff - Rue Étienne Dolet,44069,Malakoff Rue Étienne Dolet,METRO 13,METRO,48.815307530265535, 2.297077796972984,Banlieue,Malakoff
"48.8527251192356, 2.4060891618687723","{""coordinates"": [2.406089161868772, 48.8527251192356], ""type"": ""Point""}",509,Maraîchers,44072,Maraîchers,METRO 9,METRO,48.8527251192356, 2.4060891618687723,20ème Ardt,Paris
"48.810129956339246, 2.3622633871273484","{""coordinates"": [2.362263387127348, 48.810129956339246], ""type"": ""Point""}",442,Le Kremlin-Bicêtre,43643,Le Kremlin - Bicêtre,METRO 7,METRO,48.810129956339246, 2.3622633871273484,Banlieue,Le Kremlin-Bicêtre
